"","sub","Question","Response","age.cat","game"
"109","7321760","Question_1","Sì","Children","Lott-Coop"
"110","7321760","Question_3","No","Children","Lott-Comp"
"111","7321753","Question_1","Non so","Adolescents","Lott-Coop"
"112","7321753","Question_3","Non so","Adolescents","Lott-Comp"
"113","7321758","Question_1","Sì","Adolescents","Lott-Coop"
"114","7321758","Question_3","No","Adolescents","Lott-Comp"
"115","7321748","Question_1","No","Children","Lott-Coop"
"116","7321748","Question_3","No","Children","Lott-Comp"
"117","7313844","Question_1","Sì","Adolescents","Lott-Coop"
"118","7313844","Question_3","Non so","Adolescents","Lott-Comp"
"119","7313843","Question_1","No","Adolescents","Lott-Coop"
"120","7313843","Question_3","Sì","Adolescents","Lott-Comp"
"121","7313829","Question_1","Sì","Adolescents","Lott-Coop"
"122","7313829","Question_3","No","Adolescents","Lott-Comp"
"123","7313828","Question_1","No","Adolescents","Lott-Coop"
"124","7313828","Question_3","No","Adolescents","Lott-Comp"
"125","7313830","Question_1","Sì","Adolescents","Lott-Coop"
"126","7313830","Question_3","Sì","Adolescents","Lott-Comp"
"127","7313831","Question_1","Sì","Adolescents","Lott-Coop"
"128","7313831","Question_3","Non so","Adolescents","Lott-Comp"
"129","7313834","Question_1","No","Adolescents","Lott-Coop"
"130","7313834","Question_3","Sì","Adolescents","Lott-Comp"
"131","7313865","Question_1","Sì","Adolescents","Lott-Coop"
"132","7313865","Question_3","No","Adolescents","Lott-Comp"
"133","7313836","Question_1","Non so","Adolescents","Lott-Coop"
"134","7313836","Question_3","No","Adolescents","Lott-Comp"
"135","7313838","Question_1","No","Adolescents","Lott-Coop"
"136","7313838","Question_3","Sì","Adolescents","Lott-Comp"
"137","7313840","Question_1","No","Adolescents","Lott-Coop"
"138","7313840","Question_3","Sì","Adolescents","Lott-Comp"
"139","7313837","Question_1","Sì","Adolescents","Lott-Coop"
"140","7313837","Question_3","No","Adolescents","Lott-Comp"
"141","7313841","Question_1","Sì","Adolescents","Lott-Coop"
"142","7313841","Question_3","Sì","Adolescents","Lott-Comp"
"143","7313827","Question_1","Sì","Adolescents","Lott-Coop"
"144","7313827","Question_3","No","Adolescents","Lott-Comp"
"145","7313833","Question_1","No","Adolescents","Lott-Coop"
"146","7313833","Question_3","No","Adolescents","Lott-Comp"
"147","7313839","Question_1","No","Adolescents","Lott-Coop"
"148","7313839","Question_3","No","Adolescents","Lott-Comp"
"149","7313845","Question_1","Sì","Adolescents","Lott-Coop"
"150","7313845","Question_3","Sì","Adolescents","Lott-Comp"
"151","7313832","Question_1","No","Adolescents","Lott-Coop"
"152","7313832","Question_3","No","Adolescents","Lott-Comp"
"153","7313826","Question_1","Sì","Adolescents","Lott-Coop"
"154","7313826","Question_3","No","Adolescents","Lott-Comp"
"155","7313835","Question_1","Sì","Adolescents","Lott-Coop"
"156","7313835","Question_3","No","Adolescents","Lott-Comp"
"157","7313421","Question_1","Sì","Adolescents","Lott-Coop"
"158","7313421","Question_3","Sì","Adolescents","Lott-Comp"
"159","7313419","Question_1","Sì","Adolescents","Lott-Coop"
"160","7313419","Question_3","Sì","Adolescents","Lott-Comp"
"161","7313414","Question_1","Sì","Adolescents","Lott-Coop"
"162","7313414","Question_3","Non so","Adolescents","Lott-Comp"
"163","7313405","Question_1","Sì","Adolescents","Lott-Coop"
"164","7313405","Question_3","Sì","Adolescents","Lott-Comp"
"165","7313422","Question_1","No","Adolescents","Lott-Coop"
"166","7313422","Question_3","Non so","Adolescents","Lott-Comp"
"167","7313423","Question_1","Sì","Adolescents","Lott-Coop"
"168","7313423","Question_3","Sì","Adolescents","Lott-Comp"
"169","7313407","Question_1","No","Adolescents","Lott-Coop"
"170","7313407","Question_3","Sì","Adolescents","Lott-Comp"
"171","7313404","Question_1","Sì","Adolescents","Lott-Coop"
"172","7313404","Question_3","No","Adolescents","Lott-Comp"
"173","7313403","Question_1","Sì","Adolescents","Lott-Coop"
"174","7313403","Question_3","No","Adolescents","Lott-Comp"
"175","7313409","Question_1","Sì","Adolescents","Lott-Coop"
"176","7313409","Question_3","No","Adolescents","Lott-Comp"
"177","7313420","Question_1","No","Adolescents","Lott-Coop"
"178","7313420","Question_3","No","Adolescents","Lott-Comp"
"179","7313408","Question_1","No","Adolescents","Lott-Coop"
"180","7313408","Question_3","Sì","Adolescents","Lott-Comp"
"181","7313410","Question_1","Sì","Adolescents","Lott-Coop"
"182","7313410","Question_3","No","Adolescents","Lott-Comp"
"183","7313415","Question_1","Sì","Adolescents","Lott-Coop"
"184","7313415","Question_3","Sì","Adolescents","Lott-Comp"
"185","7313413","Question_1","No","Adolescents","Lott-Coop"
"186","7313413","Question_3","No","Adolescents","Lott-Comp"
"187","7313412","Question_1","No","Adolescents","Lott-Coop"
"188","7313412","Question_3","Sì","Adolescents","Lott-Comp"
"189","7313425","Question_1","Sì","Adolescents","Lott-Coop"
"190","7313425","Question_3","Sì","Adolescents","Lott-Comp"
"191","7313406","Question_1","Sì","Adolescents","Lott-Coop"
"192","7313406","Question_3","No","Adolescents","Lott-Comp"
"193","7313417","Question_1","No","Adolescents","Lott-Coop"
"194","7313417","Question_3","No","Adolescents","Lott-Comp"
"195","7313411","Question_1","Non so","Adolescents","Lott-Coop"
"196","7313411","Question_3","No","Adolescents","Lott-Comp"
"197","7312966","Question_1","No","Adolescents","Lott-Coop"
"198","7312966","Question_3","No","Adolescents","Lott-Comp"
"199","7313088","Question_1","Sì","Children","Lott-Coop"
"200","7313088","Question_3","Sì","Children","Lott-Comp"
"201","7312954","Question_1","No","Adolescents","Lott-Coop"
"202","7312954","Question_3","No","Adolescents","Lott-Comp"
"203","7312952","Question_1","Sì","Children","Lott-Coop"
"204","7312952","Question_3","Sì","Children","Lott-Comp"
"205","7312959","Question_1","Sì","Adolescents","Lott-Coop"
"206","7312959","Question_3","Non so","Adolescents","Lott-Comp"
"207","7312969","Question_1","No","Adolescents","Lott-Coop"
"208","7312969","Question_3","No","Adolescents","Lott-Comp"
"209","7312957","Question_1","Sì","Children","Lott-Coop"
"210","7312957","Question_3","No","Children","Lott-Comp"
"211","7312948","Question_1","No","Children","Lott-Coop"
"212","7312948","Question_3","No","Children","Lott-Comp"
"213","7313002","Question_1","No","Children","Lott-Coop"
"214","7313002","Question_3","Sì","Children","Lott-Comp"
"215","7312949","Question_1","Non so","Children","Lott-Coop"
"216","7312949","Question_3","Non so","Children","Lott-Comp"
"217","7312961","Question_1","Non so","Adolescents","Lott-Coop"
"218","7312961","Question_3","No","Adolescents","Lott-Comp"
"219","7312947","Question_1","No","Adolescents","Lott-Coop"
"220","7312947","Question_3","No","Adolescents","Lott-Comp"
"221","7312958","Question_1","No","Children","Lott-Coop"
"222","7312958","Question_3","Sì","Children","Lott-Comp"
"223","7312956","Question_1","No","Children","Lott-Coop"
"224","7312956","Question_3","No","Children","Lott-Comp"
"225","7312963","Question_1","No","Children","Lott-Coop"
"226","7312963","Question_3","No","Children","Lott-Comp"
"227","7312960","Question_1","Sì","Children","Lott-Coop"
"228","7312960","Question_3","Non so","Children","Lott-Comp"
"229","7312965","Question_1","Sì","Adolescents","Lott-Coop"
"230","7312965","Question_3","No","Adolescents","Lott-Comp"
"231","7312970","Question_1","No","Adolescents","Lott-Coop"
"232","7312970","Question_3","Sì","Adolescents","Lott-Comp"
"233","7312962","Question_1","Sì","Children","Lott-Coop"
"234","7312962","Question_3","No","Children","Lott-Comp"
"235","7312955","Question_1","Non so","Adolescents","Lott-Coop"
"236","7312955","Question_3","No","Adolescents","Lott-Comp"
"237","7312967","Question_1","No","Children","Lott-Coop"
"238","7312967","Question_3","No","Children","Lott-Comp"
"239","7312964","Question_1","Non so","Children","Lott-Coop"
"240","7312964","Question_3","Non so","Children","Lott-Comp"
"241","7312998","Question_1","No","Adolescents","Lott-Coop"
"242","7312998","Question_3","No","Adolescents","Lott-Comp"
"243","7312658","Question_1","Non so","Children","Lott-Coop"
"244","7312658","Question_3","No","Children","Lott-Comp"
"245","7312613","Question_1","No","Children","Lott-Coop"
"246","7312613","Question_3","No","Children","Lott-Comp"
"247","7312628","Question_1","No","Adolescents","Lott-Coop"
"248","7312628","Question_3","No","Adolescents","Lott-Comp"
"249","7312616","Question_1","Sì","Children","Lott-Coop"
"250","7312616","Question_3","No","Children","Lott-Comp"
"251","7312626","Question_1","Sì","Adolescents","Lott-Coop"
"252","7312626","Question_3","Sì","Adolescents","Lott-Comp"
"253","7312618","Question_1","No","Adolescents","Lott-Coop"
"254","7312618","Question_3","No","Adolescents","Lott-Comp"
"255","7312621","Question_1","Sì","Adolescents","Lott-Coop"
"256","7312621","Question_3","No","Adolescents","Lott-Comp"
"257","7312620","Question_1","Sì","Children","Lott-Coop"
"258","7312620","Question_3","No","Children","Lott-Comp"
"259","7312623","Question_1","Non so","Children","Lott-Coop"
"260","7312623","Question_3","Non so","Children","Lott-Comp"
"261","7312624","Question_1","Sì","Children","Lott-Coop"
"262","7312624","Question_3","Sì","Children","Lott-Comp"
"263","7312614","Question_1","Sì","Children","Lott-Coop"
"264","7312614","Question_3","Sì","Children","Lott-Comp"
"265","7312665","Question_1","No","Children","Lott-Coop"
"266","7312665","Question_3","No","Children","Lott-Comp"
"267","7312667","Question_1","Non so","Adolescents","Lott-Coop"
"268","7312667","Question_3","Non so","Adolescents","Lott-Comp"
"269","7312627","Question_1","Non so","Children","Lott-Coop"
"270","7312627","Question_3","Sì","Children","Lott-Comp"
"271","7312625","Question_1","Non so","Adolescents","Lott-Coop"
"272","7312625","Question_3","No","Adolescents","Lott-Comp"
"273","7312776","Question_1","No","Children","Lott-Coop"
"274","7312776","Question_3","No","Children","Lott-Comp"
"275","7312619","Question_1","Sì","Adolescents","Lott-Coop"
"276","7312619","Question_3","Sì","Adolescents","Lott-Comp"
"277","7312612","Question_1","No","Adolescents","Lott-Coop"
"278","7312612","Question_3","No","Adolescents","Lott-Comp"
"279","7312607","Question_1","No","Children","Lott-Coop"
"280","7312607","Question_3","No","Children","Lott-Comp"
"281","7312617","Question_1","Sì","Adolescents","Lott-Coop"
"282","7312617","Question_3","Non so","Adolescents","Lott-Comp"
"283","7312629","Question_1","Sì","Children","Lott-Coop"
"284","7312629","Question_3","No","Children","Lott-Comp"
"285","7312608","Question_1","No","Children","Lott-Coop"
"286","7312608","Question_3","No","Children","Lott-Comp"
"287","7312449","Question_1","No","Adolescents","Lott-Coop"
