"","sub","game","Response","Reaction.Time","q_nr","age.cat"
"1","7321784","general","Vero",8817.40100000223,1,"Children"
"2","7321784","general","Falso",6479.39700000224,2,"Children"
"3","7321784","general","Falso",3498.92500000149,3,"Children"
"4","7321784","general","Falso",3397.50500000297,4,"Children"
"5","7321784","general","Vero",19943.5560000015,5,"Children"
"6","7321784","coordination","Niente",79.3560000007419,1,"Children"
"7","7321784","coordination","2",25515.756000003,1,"Children"
"8","7321784","coordination","Niente",8918.33100000075,2,"Children"
"9","7321784","coordination","15",9683.78100000299,3,"Children"
"10","7321784","coordination","15",6923.05700000297,4,"Children"
"11","7321784","coordination","R2",42774.479,5,"Children"
"12","7321784","competition","Niente",77.2080000014976,1,"Children"
"13","7321784","competition","4",38123.9080000008,1,"Children"
"14","7321784","competition","15",12276.213,2,"Children"
"15","7321784","competition","15",5478.35500000001,3,"Children"
"16","7321784","competition","4",2086.08900000073,4,"Children"
"17","7321784","competition","R1",11223.1370000015,5,"Children"
"18","7321784","lottery","Niente",60.187000003003,1,"Children"
"19","7321784","lottery","Niente",6237.38700000226,1,"Children"
"20","7321784","lottery","Niente",6303.78700000077,1,"Children"
"21","7321784","lottery","10",10138.2910000001,1,"Children"
"22","7321784","lottery","R1",8566.63700000226,2,"Children"
"23","7321784","lottery","15",6406.52600000001,3,"Children"
"24","7321786","general","Vero",3641.499,1,"Adolescents"
"25","7321786","general","Falso",2254.83600001192,2,"Adolescents"
"26","7321786","general","Falso",2796.05900000596,3,"Adolescents"
"27","7321786","general","Falso",5022.32900000596,4,"Adolescents"
"28","7321786","general","Vero",2864.78400000894,5,"Adolescents"
"29","7321786","coordination","2",14413.506,1,"Adolescents"
"30","7321786","coordination","Niente",3054.60800001193,2,"Adolescents"
"31","7321786","coordination","15",11038.879000006,3,"Adolescents"
"32","7321786","coordination","15",2311.52800000297,4,"Adolescents"
"33","7321786","coordination","R2",9036.284,5,"Adolescents"
"34","7321786","competition","Niente",334.099000000002,1,"Adolescents"
"35","7321786","competition","4",14673.067,1,"Adolescents"
"36","7321786","competition","15",2104.34199999998,2,"Adolescents"
"37","7321786","competition","15",5227.28699999998,3,"Adolescents"
"38","7321786","competition","4",1153.10300000297,4,"Adolescents"
"39","7321786","competition","R1",3556.14499999999,5,"Adolescents"
"40","7321786","lottery","Niente",95.3720000089379,1,"Adolescents"
"41","7321786","lottery","10",10599.172000006,1,"Adolescents"
"42","7321786","lottery","R1",6021.63700000895,2,"Adolescents"
"43","7321786","lottery","15",5234.02100000001,3,"Adolescents"
"44","7321842","general","Vero",5992.15700000019,1,"Children"
"45","7321842","general","Falso",2199.648,2,"Children"
"46","7321842","general","Falso",3849.70800000028,3,"Children"
"47","7321842","general","Falso",2830.11200000019,4,"Children"
"48","7321842","general","Vero",5186.52700000019,5,"Children"
"49","7321842","coordination","Niente",62.530000000188,1,"Children"
"50","7321842","coordination","2",11523.6300000003,1,"Children"
"51","7321842","coordination","Niente",8784.996,2,"Children"
"52","7321842","coordination","15",14783.037,3,"Children"
"53","7321842","coordination","15",10882.7090000002,4,"Children"
"54","7321842","coordination","R1",7157.46599999991,5,"Children"
"55","7321842","coordination","R1",7198.493,5,"Children"
"56","7321842","coordination","R2",11149.1660000001,5,"Children"
"57","7321842","competition","Niente",77.5010000000912,1,"Children"
"58","7321842","competition","4",26264.7010000003,1,"Children"
"59","7321842","competition","15",3722.62900000009,2,"Children"
"60","7321842","competition","Niente",4041.2649999999,3,"Children"
"61","7321842","competition","Niente",4089.16500000027,3,"Children"
"62","7321842","competition","15",5528.80699999997,3,"Children"
"63","7321842","competition","4",2120.47900000028,4,"Children"
"64","7321842","competition","R1",2480.3030000001,5,"Children"
"65","7321842","lottery","Niente",95.9070000000065,1,"Children"
"66","7321842","lottery","15",2329.70700000029,1,"Children"
"67","7321842","lottery","15",2379.20700000029,1,"Children"
"68","7321842","lottery","10",3371.20700000029,1,"Children"
"69","7321842","lottery","R2",1369.61399999997,2,"Children"
"70","7321842","lottery","R2",1419.72199999998,2,"Children"
"71","7321842","lottery","R1",2653.48499999999,2,"Children"
"72","7321842","lottery","10",2780.59600000028,3,"Children"
"73","7321842","lottery","10",2834.8960000001,3,"Children"
"74","7321842","lottery","15",3941.84499999997,3,"Children"
"75","7321845","general","Vero",3935.59399999972,1,"Children"
"76","7321845","general","Falso",4050.95199999981,2,"Children"
"77","7321845","general","Falso",4936.532,3,"Children"
"78","7321845","general","Falso",2954.11100000009,4,"Children"
"79","7321845","general","Vero",5060.26199999991,5,"Children"
"80","7321845","coordination","Niente",62.7699999999968,1,"Children"
"81","7321845","coordination","2",17563.6699999999,1,"Children"
"82","7321845","coordination","Niente",8501.46800000001,2,"Children"
"83","7321845","coordination","15",6471.61199999999,3,"Children"
"84","7321845","coordination","15",13852.1060000001,4,"Children"
"85","7321845","coordination","R2",20203.1069999999,5,"Children"
"86","7321845","competition","Niente",83.5109999999986,1,"Children"
"87","7321845","competition","Niente",26188.0210000001,1,"Children"
"88","7321845","competition","Niente",26237.2209999998,1,"Children"
"89","7321845","competition","4",27965.0210000001,1,"Children"
"90","7321845","competition","15",6881.27699999971,2,"Children"
"91","7321845","competition","Niente",10597.1069999999,3,"Children"
"92","7321845","competition","Niente",10623.409,3,"Children"
"93","7321845","competition","15",23274.1069999999,3,"Children"
"94","7321845","competition","4",10305.0390000001,4,"Children"
"95","7321845","competition","R1",22189.1019999997,5,"Children"
"96","7321845","lottery","Niente",69.0739999997313,1,"Children"
"97","7321845","lottery","Niente",5541.67399999982,1,"Children"
"98","7321845","lottery","Niente",5583.4740000001,1,"Children"
"99","7321845","lottery","10",24099.464,1,"Children"
"100","7321845","lottery","R1",7990.91900000008,2,"Children"
"101","7321845","lottery","15",19443.299,3,"Children"
"102","7321853","general","Vero",7109.84699996424,1,"Adolescents"
"103","7321853","general","Falso",4049.32099998808,2,"Adolescents"
"104","7321853","general","Falso",5286.25799998808,3,"Adolescents"
"105","7321853","general","Falso",6572.61099998807,4,"Adolescents"
"106","7321853","general","Vero",9386.72500000001,5,"Adolescents"
"107","7321853","coordination","Niente",99.6199999642413,1,"Adolescents"
"108","7321853","coordination","2",14062.6199999642,1,"Adolescents"
"109","7321853","coordination","2",3653.80699998808,2,"Adolescents"
"110","7321853","coordination","2",3741.319,2,"Adolescents"
"111","7321853","coordination","2",6389.70699996424,2,"Adolescents"
"112","7321853","coordination","2",6462.40700001192,2,"Adolescents"
"113","7321853","coordination","Niente",9012.70699996424,2,"Adolescents"
"114","7321853","coordination","15",12286.5519999881,3,"Adolescents"
"115","7321853","coordination","15",36349.6719999881,4,"Adolescents"
"116","7321853","coordination","R2",38780.406,5,"Adolescents"
"117","7321853","competition","Niente",109.116999999998,1,"Adolescents"
"118","7321853","competition","4",19033.2169999642,1,"Adolescents"
"119","7321853","competition","15",7959.53199996424,2,"Adolescents"
"120","7321853","competition","15",9414.462,3,"Adolescents"
"121","7321853","competition","Niente",18605.1910000119,4,"Adolescents"
"122","7321853","competition","Niente",18667.9909999642,4,"Adolescents"
"123","7321853","competition","15",19413.1910000119,4,"Adolescents"
"124","7321853","competition","15",19468.6910000119,4,"Adolescents"
"125","7321853","competition","4",20657.7909999762,4,"Adolescents"
"126","7321853","competition","R1",22686.9619999761,5,"Adolescents"
"127","7321853","lottery","Niente",98.6140000000014,1,"Adolescents"
"128","7321853","lottery","Niente",9420.01399997616,1,"Adolescents"
"129","7321853","lottery","Niente",9468.31399998808,1,"Adolescents"
"130","7321853","lottery","10",12067.614,1,"Adolescents"
"131","7321853","lottery","R1",10672.844,2,"Adolescents"
"132","7321853","lottery","15",7065.04300000006,3,"Adolescents"
"133","7322042","general","Vero",4151,1,"Adolescents"
"134","7322042","general","Falso",3285,2,"Adolescents"
"135","7322042","general","Falso",4117,3,"Adolescents"
"136","7322042","general","Falso",3983,4,"Adolescents"
"137","7322042","general","Vero",5151,5,"Adolescents"
"138","7322042","coordination","2",10751,1,"Adolescents"
"139","7322042","coordination","Niente",2868,2,"Adolescents"
"140","7322042","coordination","15",4551,3,"Adolescents"
"141","7322042","coordination","15",716,4,"Adolescents"
"142","7322042","coordination","R2",15118,5,"Adolescents"
"143","7322042","competition","4",6116,1,"Adolescents"
"144","7322042","competition","15",2168,2,"Adolescents"
"145","7322042","competition","15",5217,3,"Adolescents"
"146","7322042","competition","4",4333,4,"Adolescents"
"147","7322042","competition","R1",9683,5,"Adolescents"
"148","7322042","lottery","10",7166,1,"Adolescents"
"149","7322042","lottery","R1",9334,2,"Adolescents"
"150","7322042","lottery","15",4736,3,"Adolescents"
"151","7322041","general","Vero",5528.719,1,"Adolescents"
"152","7322041","general","Falso",4098.06200001192,2,"Adolescents"
"153","7322041","general","Falso",3037.02900001192,3,"Adolescents"
"154","7322041","general","Falso",4685.40900001788,4,"Adolescents"
"155","7322041","general","Vero",3931.26000001788,5,"Adolescents"
"156","7322041","coordination","Niente",61.9830000178772,1,"Adolescents"
"157","7322041","coordination","Niente",23833.783,1,"Adolescents"
"158","7322041","coordination","Niente",23899.9830000179,1,"Adolescents"
"159","7322041","coordination","2",26521.183000006,1,"Adolescents"
"160","7322041","coordination","Niente",6562.617,2,"Adolescents"
"161","7322041","coordination","Niente",6470.01300001788,3,"Adolescents"
"162","7322041","coordination","Niente",6556.31299999999,3,"Adolescents"
"163","7322041","coordination","15",13857.0130000179,3,"Adolescents"
"164","7322041","coordination","15",1382.60699999999,4,"Adolescents"
"165","7322041","coordination","R2",11313.8110000119,5,"Adolescents"
"166","7322041","competition","Niente",81.5770000059565,1,"Adolescents"
"167","7322041","competition","4",8055.77699999404,1,"Adolescents"
"168","7322041","competition","15",1643.18000001789,2,"Adolescents"
"169","7322041","competition","15",9896.68200001787,3,"Adolescents"
"170","7322041","competition","4",874.26600000597,4,"Adolescents"
"171","7322041","competition","R2",7708.60600000597,5,"Adolescents"
"172","7322041","competition","R2",7747.10600000597,5,"Adolescents"
"173","7322041","competition","R1",13670.4060000179,5,"Adolescents"
"174","7322041","lottery","Niente",80.6420000059588,1,"Adolescents"
"175","7322041","lottery","10",8291.84199999404,1,"Adolescents"
"176","7322041","lottery","R1",11624.535000006,2,"Adolescents"
"177","7322041","lottery","15",6020.35800000597,3,"Adolescents"
"178","7322032","general","Vero",5954.69399999404,1,"Adolescents"
"179","7322032","general","Vero",3095.887,2,"Adolescents"
"180","7322032","general","Vero",3148.887,2,"Adolescents"
"181","7322032","general","Falso",4600.18699998212,2,"Adolescents"
"182","7322032","general","Falso",3639.22299999405,3,"Adolescents"
"183","7322032","general","Falso",3365.55100000001,4,"Adolescents"
"184","7322032","general","Falso",5936.02699998212,5,"Adolescents"
"185","7322032","general","Falso",5979.393,5,"Adolescents"
"186","7322032","general","Vero",6710.727,5,"Adolescents"
"187","7322032","coordination","Niente",59.2269999821146,1,"Adolescents"
"188","7322032","coordination","2",11012.427,1,"Adolescents"
"189","7322032","coordination","2",8518.19499999999,2,"Adolescents"
"190","7322032","coordination","2",8559.71900000596,2,"Adolescents"
"191","7322032","coordination","15",9135.01899998808,2,"Adolescents"
"192","7322032","coordination","15",9186.307,2,"Adolescents"
"193","7322032","coordination","Niente",9810.11899998212,2,"Adolescents"
"194","7322032","coordination","15",4901.27300000597,3,"Adolescents"
"195","7322032","coordination","15",7215.38500000001,4,"Adolescents"
"196","7322032","coordination","R2",11683.3239999881,5,"Adolescents"
"197","7322032","competition","Niente",83.5109999999986,1,"Adolescents"
"198","7322032","competition","15",8667.98099999403,1,"Adolescents"
"199","7322032","competition","15",8697.78100000595,1,"Adolescents"
"200","7322032","competition","4",9200.68099998211,1,"Adolescents"
"201","7322032","competition","4",5526.32200000595,2,"Adolescents"
"202","7322032","competition","4",5561.92500000002,2,"Adolescents"
"203","7322032","competition","15",6076.22199998211,2,"Adolescents"
"204","7322032","competition","Niente",4115.08399998213,3,"Adolescents"
"205","7322032","competition","Niente",4185.08399998213,3,"Adolescents"
"206","7322032","competition","15",4781.88399999405,3,"Adolescents"
"207","7322032","competition","4",3215.36799999405,4,"Adolescents"
"208","7322032","competition","R1",4907.87599999405,5,"Adolescents"
"209","7322032","lottery","Niente",59.9460000059626,1,"Adolescents"
"210","7322032","lottery","15",6313.47899999999,1,"Adolescents"
"211","7322032","lottery","15",6363.58300000004,1,"Adolescents"
"212","7322032","lottery","10",6997.046,1,"Adolescents"
"213","7322032","lottery","R1",9835.74000000596,2,"Adolescents"
"214","7322032","lottery","Niente",4524.33999998809,3,"Adolescents"
"215","7322032","lottery","Niente",4576.45400000003,3,"Adolescents"
"216","7322032","lottery","15",5357.54000000597,3,"Adolescents"
"217","7322046","general","Vero",9130.497,1,"Adolescents"
"218","7322046","general","Falso",2961.16,2,"Adolescents"
"219","7322046","general","Falso",3064.88499999963,3,"Adolescents"
"220","7322046","general","Falso",3757.20700000001,4,"Adolescents"
"221","7322046","general","Vero",4318.48299999981,5,"Adolescents"
"222","7322046","coordination","Niente",66.8160000000062,1,"Adolescents"
"223","7322046","coordination","2",11381.0739999998,1,"Adolescents"
"224","7322046","coordination","Niente",9052.62100000001,2,"Adolescents"
"225","7322046","coordination","15",6419.537,3,"Adolescents"
"226","7322046","coordination","15",12569.759,4,"Adolescents"
"227","7322046","coordination","R2",18915.4229999994,5,"Adolescents"
"228","7322046","competition","Niente",83.064999999624,1,"Adolescents"
"229","7322046","competition","4",13269.965,1,"Adolescents"
"230","7322046","competition","15",6104.43899999926,2,"Adolescents"
"231","7322046","competition","15",3400.11899999945,3,"Adolescents"
"232","7322046","competition","4",1419.73699999999,4,"Adolescents"
"233","7322046","competition","R1",5018.83199999999,5,"Adolescents"
"234","7322046","lottery","Niente",33.4079999999958,1,"Adolescents"
"235","7322046","lottery","10",9377.97399999964,1,"Adolescents"
"236","7322046","lottery","R1",7158.20000000001,2,"Adolescents"
"237","7322046","lottery","15",6427.17399999924,3,"Adolescents"
"238","7322029","general","Vero",3299.65900001192,1,"Adolescents"
"239","7322029","general","Falso",2329.40400001192,2,"Adolescents"
"240","7322029","general","Falso",3524.253,3,"Adolescents"
"241","7322029","general","Falso",5384.33100001192,4,"Adolescents"
"242","7322029","general","Vero",2443.82499998808,5,"Adolescents"
"243","7322029","coordination","Niente",96.5279999880731,1,"Adolescents"
"244","7322029","coordination","Niente",10990.32,1,"Adolescents"
"245","7322029","coordination","Niente",11063.9280000238,1,"Adolescents"
"246","7322029","coordination","2",15922.9280000238,1,"Adolescents"
"247","7322029","coordination","Niente",7540.79300000001,2,"Adolescents"
"248","7322029","coordination","15",2880.70199998807,3,"Adolescents"
"249","7322029","coordination","15",3090.167,4,"Adolescents"
"250","7322029","coordination","R2",8766.12100003577,5,"Adolescents"
"251","7322029","competition","Niente",83.5179999999964,1,"Adolescents"
"252","7322029","competition","4",12641.6070000358,1,"Adolescents"
"253","7322029","competition","15",5520.23500001192,2,"Adolescents"
"254","7322029","competition","15",6464.66400000002,3,"Adolescents"
"255","7322029","competition","4",2167.59400000001,4,"Adolescents"
"256","7322029","competition","R1",5834.731,5,"Adolescents"
"257","7322029","lottery","Niente",78.471000011923,1,"Adolescents"
"258","7322029","lottery","10",10932.9710000119,1,"Adolescents"
"259","7322029","lottery","R1",3949.53900003576,2,"Adolescents"
"260","7322029","lottery","15",4565.77200003577,3,"Adolescents"
"261","7322036","general","Vero",5460.569,1,"Adolescents"
"262","7322036","general","Falso",2897.59899998808,2,"Adolescents"
"263","7322036","general","Falso",4116.86399998808,3,"Adolescents"
"264","7322036","general","Falso",4351.59200003577,4,"Adolescents"
"265","7322036","general","Vero",11517.2550000358,5,"Adolescents"
"266","7322036","coordination","Niente",83.5219999999972,1,"Adolescents"
"267","7322036","coordination","2",19574.706,1,"Adolescents"
"268","7322036","coordination","15",7525.548,2,"Adolescents"
"269","7322036","coordination","15",7578.44800003576,2,"Adolescents"
"270","7322036","coordination","Niente",8926.84800001192,2,"Adolescents"
"271","7322036","coordination","15",8584.88999999998,3,"Adolescents"
"272","7322036","coordination","15",8751.66899998809,4,"Adolescents"
"273","7322036","coordination","R2",10213.2379999881,5,"Adolescents"
"274","7322036","competition","Niente",128.043999999994,1,"Adolescents"
"275","7322036","competition","4",8776.74399998807,1,"Adolescents"
"276","7322036","competition","15",9526.37400002385,2,"Adolescents"
"277","7322036","competition","15",4698.717,3,"Adolescents"
"278","7322036","competition","4",8474.44199998808,4,"Adolescents"
"279","7322036","competition","R1",11182.7639999881,5,"Adolescents"
"280","7322036","lottery","Niente",94.8410000357544,1,"Adolescents"
"281","7322036","lottery","10",13339.941,1,"Adolescents"
"282","7322036","lottery","R1",8807.611,2,"Adolescents"
"283","7322036","lottery","10",6954.19500000001,3,"Adolescents"
"284","7322036","lottery","10",7014.69500000001,3,"Adolescents"
"285","7322036","lottery","15",11507.928,3,"Adolescents"
"286","7322034","general","Vero",5310.58900000001,1,"Adolescents"
"287","7322034","general","Falso",3080.917,2,"Adolescents"
"288","7322034","general","Falso",3384.991,3,"Adolescents"
"289","7322034","general","Falso",6235.871,4,"Adolescents"
"290","7322034","general","Vero",4451.12,5,"Adolescents"
"291","7322034","coordination","Niente",82.6370000000024,1,"Adolescents"
"292","7322034","coordination","2",19550.4370000007,1,"Adolescents"
"293","7322034","coordination","Niente",9384.96100000037,2,"Adolescents"
"294","7322034","coordination","15",8908.35199999962,3,"Adolescents"
"295","7322034","coordination","2",9093.28299999962,4,"Adolescents"
"296","7322034","coordination","2",9147.58300000036,4,"Adolescents"
"297","7322034","coordination","15",10369.8830000011,4,"Adolescents"
"298","7322034","coordination","R2",11817.483,5,"Adolescents"
"299","7322034","competition","Niente",74.7420000011043,1,"Adolescents"
"300","7322034","competition","4",22490.542,1,"Adolescents"
"301","7322034","competition","15",5485.476,2,"Adolescents"
"302","7322034","competition","15",1267.41200000001,3,"Adolescents"
"303","7322034","competition","4",2552.65599999964,4,"Adolescents"
"304","7322034","competition","R2",6627.59600000037,5,"Adolescents"
"305","7322034","competition","R2",6747.29599999962,5,"Adolescents"
"306","7322034","competition","R1",7563.39600000111,5,"Adolescents"
"307","7322034","lottery","Niente",66.8199999999779,1,"Adolescents"
"308","7322034","lottery","10",9266.25599999999,1,"Adolescents"
"309","7322034","lottery","R2",4489.10600000111,2,"Adolescents"
"310","7322034","lottery","R2",4575.50599999996,2,"Adolescents"
"311","7322034","lottery","R1",7529.00599999962,2,"Adolescents"
"312","7322034","lottery","15",8974.67799999964,3,"Adolescents"
"313","7322024","general","Vero",20410.405,1,"Adolescents"
"314","7322024","general","Falso",11641.613,2,"Adolescents"
"315","7322024","general","Falso",7540.18700000075,3,"Adolescents"
"316","7322024","general","Falso",11507.956,4,"Adolescents"
"317","7322024","general","Vero",15973.3520000007,5,"Adolescents"
"318","7322024","coordination","Niente",33.4060000000172,1,"Adolescents"
"319","7322024","coordination","Niente",30339.639,1,"Adolescents"
"320","7322024","coordination","Niente",30373.3389999993,1,"Adolescents"
"321","7322024","coordination","2",34069.639,1,"Adolescents"
"322","7322024","coordination","15",11751.0060000022,2,"Adolescents"
"323","7322024","coordination","15",11808.662,2,"Adolescents"
"324","7322024","coordination","2",12807.4060000007,2,"Adolescents"
"325","7322024","coordination","2",12853.7060000015,2,"Adolescents"
"326","7322024","coordination","Niente",13560.2060000015,2,"Adolescents"
"327","7322024","coordination","2",923.916999999259,3,"Adolescents"
"328","7322024","coordination","2",968.745000000024,3,"Adolescents"
"329","7322024","coordination","15",1152.47499999998,3,"Adolescents"
"330","7322024","coordination","15",868.118000000744,4,"Adolescents"
"331","7322024","coordination","R3",985.454000000027,5,"Adolescents"
"332","7322024","coordination","R3",1052.26200000002,5,"Adolescents"
"333","7322024","coordination","R2",1485.05199999927,5,"Adolescents"
"334","7322024","competition","Niente",66.8169999999809,1,"Adolescents"
"335","7322024","competition","15",10178.1000000007,1,"Adolescents"
"336","7322024","competition","15",10220.2000000022,1,"Adolescents"
"337","7322024","competition","4",10802.8,1,"Adolescents"
"338","7322024","competition","Niente",1210.9060000015,2,"Adolescents"
"339","7322024","competition","Niente",1269.38700000002,2,"Adolescents"
"340","7322024","competition","15",1666.70600000225,2,"Adolescents"
"341","7322024","competition","15",857.419000000751,3,"Adolescents"
"342","7322024","competition","4",591.053000000014,4,"Adolescents"
"343","7322024","competition","R3",575.150000002235,5,"Adolescents"
"344","7322024","competition","R3",601.310999999987,5,"Adolescents"
"345","7322024","competition","R2",1091.25,5,"Adolescents"
"346","7322024","competition","R2",1161.94999999925,5,"Adolescents"
"347","7322024","competition","R1",1710.75,5,"Adolescents"
"348","7322024","lottery","Niente",76.4070000007341,1,"Adolescents"
"349","7322024","lottery","10",691.707000001479,1,"Adolescents"
"350","7322024","lottery","R3",6953.97300000224,2,"Adolescents"
"351","7322024","lottery","R3",6998.02199999997,2,"Adolescents"
"352","7322024","lottery","R2",7387.573,2,"Adolescents"
"353","7322024","lottery","R2",7441.27299999926,2,"Adolescents"
"354","7322024","lottery","R1",7964.27299999926,2,"Adolescents"
"355","7322024","lottery","15",1751.10699999999,3,"Adolescents"
"356","7322081","general","Vero",3918.67899999553,1,"Adolescents"
"357","7322081","general","Falso",2605.702,2,"Adolescents"
"358","7322081","general","Falso",3457.62900000002,3,"Adolescents"
"359","7322081","general","Falso",3817.62499999403,4,"Adolescents"
"360","7322081","general","Vero",5295.147,5,"Adolescents"
"361","7322081","coordination","Niente",77.5549999940413,1,"Adolescents"
"362","7322081","coordination","2",10611.955,1,"Adolescents"
"363","7322081","coordination","Niente",4976.88,2,"Adolescents"
"364","7322081","coordination","15",4067.09499999702,3,"Adolescents"
"365","7322081","coordination","15",1184.47499999552,4,"Adolescents"
"366","7322081","coordination","R2",10613.3199999985,5,"Adolescents"
"367","7322081","competition","Niente",83.5160000000033,1,"Adolescents"
"368","7322081","competition","4",8585.12699999998,1,"Adolescents"
"369","7322081","competition","15",1452.02499999999,2,"Adolescents"
"370","7322081","competition","15",3973.8469999985,3,"Adolescents"
"371","7322081","competition","4",598.684999998513,4,"Adolescents"
"372","7322081","competition","R1",7240.9279999985,5,"Adolescents"
"373","7322081","lottery","Niente",77.2899999955262,1,"Adolescents"
"374","7322081","lottery","10",11073.464,1,"Adolescents"
"375","7322081","lottery","R1",7205.30799999405,2,"Adolescents"
"376","7322081","lottery","15",9970.50699999998,3,"Adolescents"
"377","7322037","general","Vero",47351.372,1,"Adolescents"
"378","7322037","general","Vero",5554.16900000018,2,"Adolescents"
"379","7322037","general","Vero",5608.36900000037,2,"Adolescents"
"380","7322037","general","Falso",17427.1690000002,2,"Adolescents"
"381","7322037","general","Falso",3499.58,3,"Adolescents"
"382","7322037","general","Falso",7456.79300000018,4,"Adolescents"
"383","7322037","general","Vero",5552.105,5,"Adolescents"
"384","7322037","coordination","Niente",92.2370000003721,1,"Adolescents"
"385","7322037","coordination","Niente",25878.5370000002,1,"Adolescents"
"386","7322037","coordination","Niente",25936.1370000007,1,"Adolescents"
"387","7322037","coordination","2",39257.0370000002,1,"Adolescents"
"388","7322037","coordination","15",2284.10600000055,2,"Adolescents"
"389","7322037","coordination","15",2365.60600000055,2,"Adolescents"
"390","7322037","coordination","15",7347.783,2,"Adolescents"
"391","7322037","coordination","15",7397.40600000037,2,"Adolescents"
"392","7322037","coordination","15",8181.00599999999,2,"Adolescents"
"393","7322037","coordination","15",8263.00599999999,2,"Adolescents"
"394","7322037","coordination","Niente",11228.9060000004,2,"Adolescents"
"395","7322037","coordination","15",14398.344,3,"Adolescents"
"396","7322037","coordination","15",11341.0540000007,4,"Adolescents"
"397","7322037","coordination","R3",10873.0550000004,5,"Adolescents"
"398","7322037","coordination","R3",10954.8550000002,5,"Adolescents"
"399","7322037","coordination","R2",12276.268,5,"Adolescents"
"400","7322037","competition","Niente",113.693000000174,1,"Adolescents"
"401","7322037","competition","4",11689.1930000002,1,"Adolescents"
"402","7322037","competition","15",2479.94300000017,2,"Adolescents"
"403","7322037","competition","15",7590.28200000001,3,"Adolescents"
"404","7322037","competition","4",1149.61800000037,4,"Adolescents"
"405","7322037","competition","R2",19164.0310000007,5,"Adolescents"
"406","7322037","competition","R2",19240.993,5,"Adolescents"
"407","7322037","competition","R1",20125.3310000006,5,"Adolescents"
"408","7322037","lottery","Niente",68.2010000003793,1,"Adolescents"
"409","7322037","lottery","Niente",19624.9010000006,1,"Adolescents"
"410","7322037","lottery","Niente",19682.9010000006,1,"Adolescents"
"411","7322037","lottery","10",20457.7010000004,1,"Adolescents"
"412","7322037","lottery","R1",8768.79700000002,2,"Adolescents"
"413","7322037","lottery","10",5052.7970000002,3,"Adolescents"
"414","7322037","lottery","10",5121.59700000001,3,"Adolescents"
"415","7322037","lottery","15",5752.49700000038,3,"Adolescents"
"416","7322025","general","Vero",5061.48799999999,1,"Adolescents"
"417","7322025","general","Falso",2610.78400000596,2,"Adolescents"
"418","7322025","general","Falso",2779.92399998808,3,"Adolescents"
"419","7322025","general","Vero",3348.85300000595,4,"Adolescents"
"420","7322025","general","Vero",3406.20699999999,4,"Adolescents"
"421","7322025","general","Falso",4374.99100000001,4,"Adolescents"
"422","7322025","general","Vero",8311.42300000596,5,"Adolescents"
"423","7322025","coordination","Niente",265.52599998808,1,"Adolescents"
"424","7322025","coordination","2",4675.52599998808,1,"Adolescents"
"425","7322025","coordination","Niente",12560.547,2,"Adolescents"
"426","7322025","coordination","15",3490.97799999999,3,"Adolescents"
"427","7322025","coordination","15",1920.871,4,"Adolescents"
"428","7322025","coordination","R2",19491.528,5,"Adolescents"
"429","7322025","competition","Niente",116.930999999982,1,"Adolescents"
"430","7322025","competition","15",11414.6999999821,1,"Adolescents"
"431","7322025","competition","15",11469.0999999881,1,"Adolescents"
"432","7322025","competition","4",12783.5999999881,1,"Adolescents"
"433","7322025","competition","15",3999.82200000595,2,"Adolescents"
"434","7322025","competition","4",1435.56900000002,3,"Adolescents"
"435","7322025","competition","4",1519.07600000003,3,"Adolescents"
"436","7322025","competition","15",2333.58999998809,3,"Adolescents"
"437","7322025","competition","4",1668.85499998211,4,"Adolescents"
"438","7322025","competition","R3",8090.12199999404,5,"Adolescents"
"439","7322025","competition","R3",8142.32199998212,5,"Adolescents"
"440","7322025","competition","R2",9270.239,5,"Adolescents"
"441","7322025","competition","R2",9330.022,5,"Adolescents"
"442","7322025","competition","R1",9727.62199999404,5,"Adolescents"
"443","7322025","lottery","Niente",122.949999988079,1,"Adolescents"
"444","7322025","lottery","Niente",6795.15000000596,1,"Adolescents"
"445","7322025","lottery","Niente",6878.44999998808,1,"Adolescents"
"446","7322025","lottery","10",7515.34799999997,1,"Adolescents"
"447","7322025","lottery","R1",5795.52899999998,2,"Adolescents"
"448","7322025","lottery","10",2848.40399998211,3,"Adolescents"
"449","7322025","lottery","10",2889.88399999999,3,"Adolescents"
"450","7322025","lottery","15",3162.70399999403,3,"Adolescents"
"451","7322022","general","Vero",4240.69900001788,1,"Adolescents"
"452","7322022","general","Falso",2455.27499999999,2,"Adolescents"
"453","7322022","general","Falso",3013.923,3,"Adolescents"
"454","7322022","general","Falso",4626.46100002385,4,"Adolescents"
"455","7322022","general","Vero",3006.44499999999,5,"Adolescents"
"456","7322022","coordination","Niente",72.4729999999981,1,"Adolescents"
"457","7322022","coordination","2",30121.6730000179,1,"Adolescents"
"458","7322022","coordination","2",2914.76400001193,2,"Adolescents"
"459","7322022","coordination","2",2973.04100000003,2,"Adolescents"
"460","7322022","coordination","15",5778.86400000597,2,"Adolescents"
"461","7322022","coordination","15",5820.16400001789,2,"Adolescents"
"462","7322022","coordination","Niente",6747.75600000002,2,"Adolescents"
"463","7322022","coordination","15",2087.871,4,"Adolescents"
"464","7322022","coordination","R2",13537.4370000179,5,"Adolescents"
"465","7322022","competition","Niente",33.4020000000019,1,"Adolescents"
