"","sub","game","Response","Reaction.Time","q_nr","age.cat"
"3006","7312956","coordination","15",7038.00000000001,2,"Children"
"3007","7312956","coordination","Niente",11768,2,"Children"
"3008","7312956","coordination","Niente",8301,3,"Children"
"3009","7312956","coordination","Niente",8738,3,"Children"
"3010","7312956","coordination","2",9900,3,"Children"
"3011","7312956","coordination","2",10338,3,"Children"
"3012","7312956","coordination","15",10533,3,"Children"
"3013","7312956","coordination","2",2032,4,"Children"
"3014","7312956","coordination","15",2417,4,"Children"
"3015","7312956","coordination","R1",934,5,"Children"
"3016","7312956","coordination","R1",1258,5,"Children"
"3017","7312956","coordination","R3",1415,5,"Children"
"3018","7312956","coordination","R3",1859,5,"Children"
"3019","7312956","coordination","R2",2317,5,"Children"
"3020","7312956","competition","4",2517,1,"Children"
"3021","7312956","competition","4",585,2,"Children"
"3022","7312956","competition","4",968,2,"Children"
"3023","7312956","competition","Niente",1218,2,"Children"
"3024","7312956","competition","Niente",1664,2,"Children"
"3025","7312956","competition","Niente",1918.00000000001,2,"Children"
"3026","7312956","competition","Niente",2185,2,"Children"
"3027","7312956","competition","15",2484,2,"Children"
"3028","7312956","competition","4",3100,3,"Children"
"3029","7312956","competition","4",3457,3,"Children"
"3030","7312956","competition","Niente",3687,3,"Children"
"3031","7312956","competition","Niente",4121,3,"Children"
"3032","7312956","competition","15",4601.00000000001,3,"Children"
"3033","7312956","competition","15",10952,4,"Children"
"3034","7312956","competition","15",11382,4,"Children"
"3035","7312956","competition","4",11667,4,"Children"
"3036","7312956","competition","R1",7933,5,"Children"
"3037","7312956","lottery","15",15152,1,"Children"
"3038","7312956","lottery","15",15603,1,"Children"
"3039","7312956","lottery","10",15618,1,"Children"
"3040","7312956","lottery","R2",2301,2,"Children"
"3041","7312956","lottery","R2",2742,2,"Children"
"3042","7312956","lottery","R3",2915,2,"Children"
"3043","7312956","lottery","R3",3357,2,"Children"
"3044","7312956","lottery","R1",4483,2,"Children"
"3045","7312956","lottery","15",4218,3,"Children"
"3046","7312957","general","Vero",6535,1,"Children"
"3047","7312957","general","Vero",4534,2,"Children"
"3048","7312957","general","Vero",4632,2,"Children"
"3049","7312957","general","Falso",10176,2,"Children"
"3050","7312957","general","Falso",7098,3,"Children"
"3051","7312957","general","Vero",3084,4,"Children"
"3052","7312957","general","Vero",3159.00000000001,4,"Children"
"3053","7312957","general","Falso",3651,4,"Children"
"3054","7312957","general","Falso",4250,5,"Children"
"3055","7312957","general","Falso",4332,5,"Children"
"3056","7312957","general","Vero",5000,5,"Children"
"3057","7312957","coordination","15",7166,1,"Children"
"3058","7312957","coordination","15",7291.00000000001,1,"Children"
"3059","7312957","coordination","2",7884,1,"Children"
"3060","7312957","coordination","2",1099,2,"Children"
"3061","7312957","coordination","2",1180,2,"Children"
"3062","7312957","coordination","15",1675,2,"Children"
"3063","7312957","coordination","15",1782,2,"Children"
"3064","7312957","coordination","Niente",2317,2,"Children"
"3065","7312957","coordination","Niente",2751,3,"Children"
"3066","7312957","coordination","Niente",2864,3,"Children"
"3067","7312957","coordination","15",3551,3,"Children"
"3068","7312957","coordination","2",2617,4,"Children"
"3069","7312957","coordination","2",2696,4,"Children"
"3070","7312957","coordination","15",3282,4,"Children"
"3071","7312957","coordination","R1",2733,5,"Children"
"3072","7312957","coordination","R1",2812,5,"Children"
"3073","7312957","coordination","R2",3401,5,"Children"
"3074","7312957","competition","15",1767,1,"Children"
"3075","7312957","competition","15",1866,1,"Children"
"3076","7312957","competition","4",2399,1,"Children"
"3077","7312957","competition","15",3051,2,"Children"
"3078","7312957","competition","15",3166,3,"Children"
"3079","7312957","competition","4",1067,4,"Children"
"3080","7312957","competition","R2",1150,5,"Children"
"3081","7312957","competition","R2",1246,5,"Children"
"3082","7312957","competition","R3",1965,5,"Children"
"3083","7312957","competition","R3",2997,5,"Children"
"3084","7312957","competition","R3",3108,5,"Children"
"3085","7312957","competition","R1",5967,5,"Children"
"3086","7312957","lottery","15",1717,1,"Children"
"3087","7312957","lottery","15",1818,1,"Children"
"3088","7312957","lottery","10",2282,1,"Children"
"3089","7312957","lottery","R2",1586,2,"Children"
"3090","7312957","lottery","R3",3068,2,"Children"
"3091","7312957","lottery","R3",3151,2,"Children"
"3092","7312957","lottery","R2",6483,2,"Children"
"3093","7312957","lottery","R1",7098,2,"Children"
"3094","7312957","lottery","15",1217,3,"Children"
"3095","7312970","general","Vero",6773.38900076294,1,"Adolescents"
"3096","7312970","general","Falso",5172.687,2,"Adolescents"
"3097","7312970","general","Falso",10824.458,3,"Adolescents"
"3098","7312970","general","Falso",5503.79000076294,4,"Adolescents"
"3099","7312970","general","Vero",19358.1410007629,5,"Adolescents"
"3100","7312970","coordination","2",12603.7410001907,1,"Adolescents"
"3101","7312970","coordination","Niente",10094.2150005722,2,"Adolescents"
"3102","7312970","coordination","15",11357.864,3,"Adolescents"
"3103","7312970","coordination","15",15686.0090007629,4,"Adolescents"
"3104","7312970","coordination","R2",9368.26400038147,5,"Adolescents"
"3105","7312970","competition","4",8626.29699999999,1,"Adolescents"
"3106","7312970","competition","Niente",17296.184,2,"Adolescents"
"3107","7312970","competition","4",18415.9840001907,2,"Adolescents"
"3108","7312970","competition","15",19120.4840001907,2,"Adolescents"
"3109","7312970","competition","15",13048.544,3,"Adolescents"
"3110","7312970","competition","15",4662.97200019073,4,"Adolescents"
"3111","7312970","competition","4",5511.0720005722,4,"Adolescents"
"3112","7312970","competition","R1",11060.7780001907,5,"Adolescents"
"3113","7312970","lottery","10",8518.42200038146,1,"Adolescents"
"3114","7312970","lottery","R1",39265.8040001907,2,"Adolescents"
"3115","7312970","lottery","15",4839.89400057221,3,"Adolescents"
"3116","7313088","general","Vero",4518,1,"Children"
"3117","7313088","general","Falso",3401,2,"Children"
"3118","7313088","general","Falso",3250,3,"Children"
"3119","7313088","general","Falso",8734,4,"Children"
"3120","7313088","general","Vero",3816,5,"Children"
"3121","7313088","coordination","Niente",40318,1,"Children"
"3122","7313088","coordination","Niente",40407,1,"Children"
"3123","7313088","coordination","2",42786,1,"Children"
"3124","7313088","coordination","Niente",11051,2,"Children"
"3125","7313088","coordination","15",5766,3,"Children"
"3126","7313088","coordination","15",10034,4,"Children"
"3127","7313088","coordination","R2",19220,5,"Children"
"3128","7313088","competition","4",11739,1,"Children"
"3129","7313088","competition","15",12968,2,"Children"
"3130","7313088","competition","15",8284,3,"Children"
"3131","7313088","competition","4",7751,4,"Children"
"3132","7313088","competition","R1",7216,5,"Children"
"3133","7313088","lottery","Niente",8196,1,"Children"
"3134","7313088","lottery","Niente",8315.00000000003,1,"Children"
"3135","7313088","lottery","10",10414,1,"Children"
"3136","7313088","lottery","R1",17018,2,"Children"
"3137","7313088","lottery","15",7134,3,"Children"
"3138","7312954","general","Vero",6716,1,"Adolescents"
"3139","7312954","general","Falso",2950,2,"Adolescents"
"3140","7312954","general","Falso",9718,3,"Adolescents"
"3141","7312954","general","Falso",4143,4,"Adolescents"
"3142","7312954","general","Vero",14250,5,"Adolescents"
"3143","7312954","coordination","Niente",21717,1,"Adolescents"
"3144","7312954","coordination","Niente",21832,1,"Adolescents"
"3145","7312954","coordination","2",22651,1,"Adolescents"
"3146","7312954","coordination","Niente",10850,2,"Adolescents"
"3147","7312954","coordination","Niente",3601,3,"Adolescents"
"3148","7312954","coordination","Niente",3707,3,"Adolescents"
"3149","7312954","coordination","15",4862,3,"Adolescents"
"3150","7312954","coordination","15",13421,4,"Adolescents"
"3151","7312954","coordination","R2",13580,5,"Adolescents"
"3152","7312954","competition","15",9715,1,"Adolescents"
"3153","7312954","competition","15",9830,1,"Adolescents"
"3154","7312954","competition","4",10515,1,"Adolescents"
"3155","7312954","competition","Niente",27952,2,"Adolescents"
"3156","7312954","competition","Niente",28051,2,"Adolescents"
"3157","7312954","competition","15",29200,2,"Adolescents"
"3158","7312954","competition","15",11884,3,"Adolescents"
"3159","7312954","competition","4",5032,4,"Adolescents"
"3160","7312954","competition","R1",14966,5,"Adolescents"
"3161","7312954","lottery","10",15447,1,"Adolescents"
"3162","7312954","lottery","R1",14684,2,"Adolescents"
"3163","7312954","lottery","15",5933,3,"Adolescents"
"3164","7312964","general","Vero",5423.986,1,"Children"
"3165","7312964","general","Falso",3825.32999923706,2,"Children"
"3166","7312964","general","Falso",4888.34199923706,3,"Children"
"3167","7312964","general","Falso",15864.9839992371,4,"Children"
"3168","7312964","general","Vero",3541.65099942779,5,"Children"
"3169","7312964","coordination","2",11055.579,1,"Children"
"3170","7312964","coordination","Niente",11589.5699996185,2,"Children"
"3171","7312964","coordination","15",5867.76499980927,3,"Children"
"3172","7312964","coordination","15",7250.99499923707,4,"Children"
"3173","7312964","coordination","R1",19092.9179992371,5,"Children"
"3174","7312964","coordination","R2",20260.7179994278,5,"Children"
"3175","7312964","competition","4",9680.95099942779,1,"Children"
"3176","7312964","competition","15",7650.48799923706,2,"Children"
"3177","7312964","competition","15",7635.19599942779,3,"Children"
"3178","7312964","competition","4",4868.68299923706,4,"Children"
"3179","7312964","competition","R1",7150.29899942779,5,"Children"
"3180","7312964","lottery","Niente",10025.7829994278,1,"Children"
"3181","7312964","lottery","10",11665.5829996185,1,"Children"
"3182","7312964","lottery","R1",12604.604,2,"Children"
"3183","7312964","lottery","15",3950.86299961852,3,"Children"
"3184","7312947","general","Falso",5101,1,"Adolescents"
"3185","7312947","general","Falso",5181,1,"Adolescents"
"3186","7312947","general","Vero",6568,1,"Adolescents"
"3187","7312947","general","Falso",9366,2,"Adolescents"
"3188","7312947","general","Falso",12400,3,"Adolescents"
"3189","7312947","general","Falso",9868,4,"Adolescents"
"3190","7312947","general","Vero",15033,5,"Adolescents"
"3191","7312947","coordination","15",3601,1,"Adolescents"
"3192","7312947","coordination","15",3715,1,"Adolescents"
"3193","7312947","coordination","2",4314,1,"Adolescents"
"3194","7312947","coordination","2",1144,2,"Adolescents"
"3195","7312947","coordination","2",1234,2,"Adolescents"
"3196","7312947","coordination","15",1333,2,"Adolescents"
"3197","7312947","coordination","15",1418,2,"Adolescents"
"3198","7312947","coordination","2",2850,2,"Adolescents"
"3199","7312947","coordination","2",2952,2,"Adolescents"
"3200","7312947","coordination","15",3561,2,"Adolescents"
"3201","7312947","coordination","15",3624.00000000001,2,"Adolescents"
"3202","7312947","coordination","Niente",4299,2,"Adolescents"
"3203","7312947","coordination","2",1451,3,"Adolescents"
"3204","7312947","coordination","2",1540,3,"Adolescents"
"3205","7312947","coordination","15",2268,3,"Adolescents"
"3206","7312947","coordination","15",4932,4,"Adolescents"
"3207","7312947","coordination","R1",1733,5,"Adolescents"
"3208","7312947","coordination","R1",1818,5,"Adolescents"
"3209","7312947","coordination","R2",2247,5,"Adolescents"
"3210","7312947","competition","4",2647,1,"Adolescents"
"3211","7312947","competition","15",1501,2,"Adolescents"
"3212","7312947","competition","4",1532,3,"Adolescents"
"3213","7312947","competition","4",1623,3,"Adolescents"
"3214","7312947","competition","15",2232,3,"Adolescents"
"3215","7312947","competition","4",6835,4,"Adolescents"
"3216","7312947","competition","R1",1368,5,"Adolescents"
"3217","7312947","lottery","10",2351,1,"Adolescents"
"3218","7312947","lottery","R2",12001,2,"Adolescents"
"3219","7312947","lottery","R2",12096,2,"Adolescents"
"3220","7312947","lottery","R3",13414,2,"Adolescents"
"3221","7312947","lottery","R3",13497,2,"Adolescents"
"3222","7312947","lottery","R1",14116,2,"Adolescents"
"3223","7312947","lottery","10",1917,3,"Adolescents"
"3224","7312947","lottery","10",2013,3,"Adolescents"
"3225","7312947","lottery","15",2396.00000000003,3,"Adolescents"
"3226","7312963","general","Vero",6155.077,1,"Children"
"3227","7312963","general","Falso",3246.05599995232,2,"Children"
"3228","7312963","general","Falso",7331.34599985695,3,"Children"
"3229","7312963","general","Falso",12108.5009999523,4,"Children"
"3230","7312963","general","Vero",3884.319,5,"Children"
"3231","7312963","coordination","2",15782.1579999046,1,"Children"
"3232","7312963","coordination","Niente",6365.59399980927,2,"Children"
"3233","7312963","coordination","15",6893.43899980927,3,"Children"
"3234","7312963","coordination","15",1664.07799990464,4,"Children"
"3235","7312963","coordination","R2",22517.1939999046,5,"Children"
"3236","7312963","competition","4",10605.1029999046,1,"Children"
"3237","7312963","competition","15",2204.26899980927,2,"Children"
"3238","7312963","competition","15",7193.982,3,"Children"
"3239","7312963","competition","4",1319.65899990464,4,"Children"
"3240","7312963","competition","R1",9322.87899999999,5,"Children"
"3241","7312963","lottery","Niente",13462.0429998093,1,"Children"
"3242","7312963","lottery","15",16286.0429998093,1,"Children"
"3243","7312963","lottery","10",17189.9429999046,1,"Children"
"3244","7312963","lottery","R1",12825.8469999046,2,"Children"
"3245","7312963","lottery","15",13810.7109999046,3,"Children"
"3246","7312965","general","Vero",24513.219,1,"Adolescents"
"3247","7312965","general","Falso",6798.557,2,"Adolescents"
"3248","7312965","general","Falso",5196.91399961853,3,"Adolescents"
"3249","7312965","general","Falso",16512.3189998093,4,"Adolescents"
"3250","7312965","general","Vero",11649.0939996185,5,"Adolescents"
"3251","7312965","coordination","Niente",32593.3929992371,1,"Adolescents"
"3252","7312965","coordination","2",37089.1929994278,1,"Adolescents"
"3253","7312965","coordination","2",27964.738,2,"Adolescents"
"3254","7312965","coordination","15",29517.391,2,"Adolescents"
"3255","7312965","coordination","Niente",30141.2909996185,2,"Adolescents"
"3256","7312965","coordination","15",9967.07599923707,3,"Adolescents"
"3257","7312965","coordination","15",16187.8139998093,4,"Adolescents"
"3258","7312965","coordination","R2",32938.8499998093,5,"Adolescents"
"3259","7312965","competition","4",19229.9649996185,1,"Adolescents"
"3260","7312965","competition","4",34705.1889994278,2,"Adolescents"
"3261","7312965","competition","15",36769.089,2,"Adolescents"
"3262","7312965","competition","15",1843.05999923707,3,"Adolescents"
"3263","7312965","competition","15",22599.932,4,"Adolescents"
"3264","7312965","competition","4",23327.5319994278,4,"Adolescents"
"3265","7312965","competition","R1",25217.4469998092,5,"Adolescents"
"3266","7312965","lottery","Niente",9894.44299961854,1,"Adolescents"
"3267","7312965","lottery","10",10822.043,1,"Adolescents"
"3268","7312965","lottery","R1",1205.07599961851,2,"Adolescents"
"3269","7312965","lottery","15",8013.53699942777,3,"Adolescents"
"3270","7312998","general","Falso",15236.7159999523,1,"Adolescents"
"3271","7312998","general","Vero",19500.5159999046,1,"Adolescents"
"3272","7312998","general","Vero",2483.61799985694,2,"Adolescents"
"3273","7312998","general","Falso",3467.61799985694,2,"Adolescents"
"3274","7312998","general","Vero",17186.5659998569,3,"Adolescents"
"3275","7312998","general","Falso",17914.0659998569,3,"Adolescents"
"3276","7312998","general","Falso",8101.71999990463,4,"Adolescents"
"3277","7312998","general","Vero",3395.33000000007,5,"Adolescents"
"3278","7312998","coordination","15",8986.52299995231,1,"Adolescents"
"3279","7312998","coordination","Niente",11770.223,1,"Adolescents"
"3280","7312998","coordination","2",12554.223,1,"Adolescents"
"3281","7312998","coordination","15",2630.96599995228,2,"Adolescents"
"3282","7312998","coordination","2",3126.46599995228,2,"Adolescents"
"3283","7312998","coordination","Niente",3638.36599980923,2,"Adolescents"
"3284","7312998","coordination","Niente",2309.36499990465,3,"Adolescents"
"3285","7312998","coordination","2",3109.96499980928,3,"Adolescents"
"3286","7312998","coordination","15",3510.16499985696,3,"Adolescents"
"3287","7312998","coordination","2",1939.0029999523,4,"Adolescents"
"3288","7312998","coordination","Niente",2770.70299999998,4,"Adolescents"
"3289","7312998","coordination","15",3234.20299999998,4,"Adolescents"
"3290","7312998","coordination","R2",5995.11699999997,5,"Adolescents"
"3291","7312998","competition","4",7174.37699995236,1,"Adolescents"
"3292","7312998","competition","15",3212.38899980928,2,"Adolescents"
"3293","7312998","competition","Niente",3254.18099985691,3,"Adolescents"
"3294","7312998","competition","4",4326.48099980922,3,"Adolescents"
"3295","7312998","competition","15",4766.68099985691,3,"Adolescents"
"3296","7312998","competition","4",3508.84699990461,4,"Adolescents"
"3297","7312998","competition","R3",1025.86099990469,5,"Adolescents"
"3298","7312998","competition","R1",1690.06099995237,5,"Adolescents"
"3299","7312998","lottery","15",2900.43199990469,1,"Adolescents"
"3300","7312998","lottery","10",3524.63199995237,1,"Adolescents"
"3301","7312998","lottery","R3",3928.6099998093,2,"Adolescents"
"3302","7312998","lottery","R1",4767.41000000003,2,"Adolescents"
"3303","7312998","lottery","10",6518.07599985693,3,"Adolescents"
"3304","7312998","lottery","15",6990.27599990461,3,"Adolescents"
"3305","7312776","general","Vero",6196.99900004768,1,"Children"
"3306","7312776","general","Falso",4140.46400002384,2,"Children"
"3307","7312776","general","Vero",1061.38400004768,3,"Children"
"3308","7312776","general","Falso",2171.88400004768,3,"Children"
"3309","7312776","general","Falso",3315.97800001192,4,"Children"
"3310","7312776","general","Falso",1848.78600001192,5,"Children"
"3311","7312776","general","Vero",8072.88600003576,5,"Children"
"3312","7312776","coordination","Niente",7994.928,1,"Children"
"3313","7312776","coordination","15",9155.20500002385,1,"Children"
"3314","7312776","coordination","2",10211.5050000358,1,"Children"
"3315","7312776","coordination","15",836.091,2,"Children"
"3316","7312776","coordination","2",1484.97,2,"Children"
"3317","7312776","coordination","Niente",2460.87000003576,2,"Children"
"3318","7312776","coordination","2",670.449000000001,3,"Children"
"3319","7312776","coordination","15",1414.54900002384,3,"Children"
"3320","7312776","coordination","2",966.568000047686,4,"Children"
"3321","7312776","coordination","15",1622.302,4,"Children"
"3322","7312776","coordination","R1",1476.40900004769,5,"Children"
"3323","7312776","coordination","R2",2324.84300000001,5,"Children"
"3324","7312776","competition","15",5373.52300001192,1,"Children"
"3325","7312776","competition","4",6302.52300001192,1,"Children"
"3326","7312776","competition","4",1034.001,2,"Children"
"3327","7312776","competition","15",1521.70100004769,2,"Children"
"3328","7312776","competition","4",2772.58300003577,3,"Children"
"3329","7312776","competition","15",3412.049,3,"Children"
"3330","7312776","competition","15",620.895999999993,4,"Children"
"3331","7312776","competition","4",1605.58199999998,4,"Children"
"3332","7312776","competition","R2",829.68400004768,5,"Children"
"3333","7312776","competition","R1",1541.08400002384,5,"Children"
"3334","7312776","lottery","15",6569.73500003577,1,"Children"
"3335","7312776","lottery","10",7257.53500004769,1,"Children"
"3336","7312776","lottery","R2",1003.538,2,"Children"
"3337","7312776","lottery","R3",2803.73400002385,2,"Children"
"3338","7312776","lottery","R1",3723.83400004769,2,"Children"
"3339","7312776","lottery","10",846.551000000007,3,"Children"
"3340","7312776","lottery","15",1446.75100004769,3,"Children"
"3341","7312618","general","Vero",7399.83199980926,1,"Adolescents"
"3342","7312618","general","Falso",2619.5939994278,2,"Adolescents"
"3343","7312618","general","Falso",2855.02199980927,3,"Adolescents"
"3344","7312618","general","Falso",3632.20899980926,4,"Adolescents"
"3345","7312618","general","Vero",5638.93299961853,5,"Adolescents"
"3346","7312618","coordination","2",24742.018,1,"Adolescents"
"3347","7312618","coordination","Niente",2353.87399942779,2,"Adolescents"
"3348","7312618","coordination","Niente",20896.618,3,"Adolescents"
"3349","7312618","coordination","2",25952.618,3,"Adolescents"
"3350","7312618","coordination","15",26440.9179992371,3,"Adolescents"
"3351","7312618","coordination","Niente",10547.482,4,"Adolescents"
"3352","7312618","coordination","2",11179.1819998093,4,"Adolescents"
"3353","7312618","coordination","15",11555.2819992371,4,"Adolescents"
"3354","7312618","coordination","R2",18098.6519998093,5,"Adolescents"
"3355","7312618","competition","4",22293.6009996185,1,"Adolescents"
"3356","7312618","competition","4",2468,2,"Adolescents"
"3357","7312618","competition","15",2884,2,"Adolescents"
"3358","7312618","competition","15",2587.78599942778,3,"Adolescents"
"3359","7312618","competition","4",616.24299923706,4,"Adolescents"
"3360","7312618","competition","R3",8802.63899923707,5,"Adolescents"
"3361","7312618","competition","R2",9203.03899980927,5,"Adolescents"
"3362","7312618","competition","R1",9482.83900000001,5,"Adolescents"
"3363","7312618","lottery","10",7263.166,1,"Adolescents"
"3364","7312618","lottery","R1",15040.808,2,"Adolescents"
"3365","7312618","lottery","15",11713.0779996185,3,"Adolescents"
"3366","7312612","general","Vero",6915.02700076294,1,"Adolescents"
"3367","7312612","general","Falso",3291.56900019074,2,"Adolescents"
"3368","7312612","general","Falso",3929.99300057221,3,"Adolescents"
"3369","7312612","general","Falso",5788.92600076294,4,"Adolescents"
"3370","7312612","general","Vero",4302.53300019074,5,"Adolescents"
"3371","7312612","coordination","2",11952.1940001907,1,"Adolescents"
"3372","7312612","coordination","Niente",4487.15800076294,2,"Adolescents"
"3373","7312612","coordination","15",10369.064,3,"Adolescents"
"3374","7312612","coordination","15",2044.33600019073,4,"Adolescents"
"3375","7312612","coordination","R2",16464.3490001907,5,"Adolescents"
"3376","7312612","competition","4",9107.91400019074,1,"Adolescents"
"3377","7312612","competition","15",1836.85000000001,2,"Adolescents"
"3378","7312612","competition","15",3970.00600076294,3,"Adolescents"
"3379","7312612","competition","4",2410.77600019073,4,"Adolescents"
"3380","7312612","competition","R1",17278.337,5,"Adolescents"
"3381","7312612","lottery","10",19490.8840003815,1,"Adolescents"
"3382","7312612","lottery","R1",8281.0550005722,2,"Adolescents"
"3383","7312612","lottery","15",5550.96700057221,3,"Adolescents"
"3384","7312607","general","Vero",3788.45200009537,1,"Children"
"3385","7312607","general","Falso",2581.12999995232,2,"Children"
"3386","7312607","general","Falso",3057.552,3,"Children"
"3387","7312607","general","Falso",4736.011,4,"Children"
"3388","7312607","general","Vero",5802.90200004768,5,"Children"
"3389","7312607","coordination","2",17375.8790000477,1,"Children"
"3390","7312607","coordination","Niente",15274.5850000954,2,"Children"
"3391","7312607","coordination","15",8169.49900014306,3,"Children"
"3392","7312607","coordination","15",9337.50100014305,4,"Children"
"3393","7312607","coordination","R2",20977.8760000477,5,"Children"
"3394","7312607","competition","4",9000.9270000477,1,"Children"
"3395","7312607","competition","15",8976.06200014305,2,"Children"
"3396","7312607","competition","4",16623.3769999523,3,"Children"
"3397","7312607","competition","15",18805.077,3,"Children"
"3398","7312607","competition","4",10532.359000143,4,"Children"
"3399","7312607","competition","R1",6639.94499999998,5,"Children"
"3400","7312607","lottery","10",9065.15400000001,1,"Children"
"3401","7312607","lottery","R1",9573.70299995231,2,"Children"
"3402","7312607","lottery","15",19113.7420000477,3,"Children"
"3403","7312621","general","Vero",10352.060999994,1,"Adolescents"
"3404","7312621","general","Vero",4179.77899998808,2,"Adolescents"
"3405","7312621","general","Falso",6755.87899998212,2,"Adolescents"
"3406","7312621","general","Vero",11276.5039999881,3,"Adolescents"
"3407","7312621","general","Falso",12228.5039999881,3,"Adolescents"
"3408","7312621","general","Falso",8806.83099998808,4,"Adolescents"
"3409","7312621","general","Vero",10870.1659999881,5,"Adolescents"
"3410","7312621","coordination","2",48868.9669999821,1,"Adolescents"
"3411","7312621","coordination","15",2450.64999998212,2,"Adolescents"
"3412","7312621","coordination","2",3394.44999999405,2,"Adolescents"
"3413","7312621","coordination","Niente",7426.21100000001,2,"Adolescents"
"3414","7312621","coordination","15",9051.98299999404,3,"Adolescents"
"3415","7312621","coordination","15",24499.2789999881,4,"Adolescents"
"3416","7312621","coordination","R2",20504.986,5,"Adolescents"
"3417","7312621","competition","15",45274.4789999821,1,"Adolescents"
"3418","7312621","competition","4",46178.278999994,1,"Adolescents"
"3419","7312621","competition","4",1916.61600000001,2,"Adolescents"
"3420","7312621","competition","15",4500.61600000001,2,"Adolescents"
"3421","7312621","competition","15",22317.6639999881,3,"Adolescents"
"3422","7312621","competition","4",5921.93699999404,4,"Adolescents"
"3423","7312621","competition","R3",18262.9439999821,5,"Adolescents"
"3424","7312621","competition","R2",26678.4439999821,5,"Adolescents"
"3425","7312621","competition","R1",28165.8419999999,5,"Adolescents"
"3426","7312621","lottery","15",25749.7049999762,1,"Adolescents"
"3427","7312621","lottery","10",26444.7049999762,1,"Adolescents"
"3428","7312621","lottery","R1",22704.2499999821,2,"Adolescents"
"3429","7312621","lottery","10",19948.153,3,"Adolescents"
"3430","7312621","lottery","15",45804.0529999761,3,"Adolescents"
"3431","7312624","general","Vero",4615.40900004768,1,"Children"
"3432","7312624","general","Falso",4204.31900014305,2,"Children"
"3433","7312624","general","Falso",3858.61600009537,3,"Children"
"3434","7312624","general","Falso",8672.762,4,"Children"
"3435","7312624","general","Vero",4405.39000009537,5,"Children"
"3436","7312624","coordination","2",15142.1,1,"Children"
"3437","7312624","coordination","Niente",16370.144,2,"Children"
"3438","7312624","coordination","15",12585.2600001431,3,"Children"
"3439","7312624","coordination","15",13996.3440000477,4,"Children"
"3440","7312624","coordination","R2",11378.708,5,"Children"
"3441","7312624","competition","4",8237.97100009536,1,"Children"
"3442","7312624","competition","15",14094.0800000954,2,"Children"
"3443","7312624","competition","15",8127.79200009536,3,"Children"
"3444","7312624","competition","4",16276.4800000954,4,"Children"
"3445","7312624","competition","R1",6758.34300014304,5,"Children"
"3446","7312624","lottery","10",8194.85599995233,1,"Children"
"3447","7312624","lottery","R3",10373.1209999523,2,"Children"
"3448","7312624","lottery","R2",12029.321,2,"Children"
"3449","7312624","lottery","R2",15949.2210000954,2,"Children"
"3450","7312624","lottery","R1",19901.321,2,"Children"
"3451","7312624","lottery","15",6499.33199999999,3,"Children"
"3452","7312658","general","Vero",13912.6999992371,1,"Children"
"3453","7312658","general","Falso",9530.1729994278,2,"Children"
"3454","7312658","general","Falso",4048.87699942779,3,"Children"
"3455","7312658","general","Falso",9198.85799999999,4,"Children"
"3456","7312658","general","Falso",13156.6079994278,5,"Children"
"3457","7312658","general","Vero",19228.9079996185,5,"Children"
"3458","7312658","coordination","2",51319.251,1,"Children"
"3459","7312658","coordination","Niente",10057.9669998093,2,"Children"
"3460","7312658","coordination","15",9450.79799961852,3,"Children"
"3461","7312658","coordination","15",7213.40400000001,4,"Children"
"3462","7312658","coordination","R2",23448.994,5,"Children"
"3463","7312658","competition","4",16081.026,1,"Children"
"3464","7312658","competition","15",11116.7919992371,2,"Children"
"3465","7312658","competition","4",7287.51799923705,3,"Children"
"3466","7312658","competition","15",12807.5179992371,3,"Children"
"3467","7312658","competition","4",5640.77799999999,4,"Children"
"3468","7312658","competition","R1",18585.338,5,"Children"
"3469","7312658","lottery","10",22103.0979994278,1,"Children"
"3470","7312658","lottery","R1",23509.2879994278,2,"Children"
"3471","7312658","lottery","15",8902.37799923704,3,"Children"
"3472","7312620","general","Vero",4613,1,"Children"
"3473","7312620","general","Falso",6186,2,"Children"
"3474","7312620","general","Falso",8250,3,"Children"
"3475","7312620","general","Falso",5651,4,"Children"
"3476","7312620","general","Falso",25167,5,"Children"
"3477","7312620","general","Falso",25250,5,"Children"
"3478","7312620","general","Vero",29702,5,"Children"
"3479","7312620","coordination","2",23134,1,"Children"
"3480","7312620","coordination","15",11551,2,"Children"
"3481","7312620","coordination","15",11691,2,"Children"
"3482","7312620","coordination","2",16533,2,"Children"
"3483","7312620","coordination","2",16666,2,"Children"
"3484","7312620","coordination","Niente",26252,2,"Children"
"3485","7312620","coordination","Niente",13901,3,"Children"
"3486","7312620","coordination","Niente",14029,3,"Children"
"3487","7312620","coordination","2",15470,3,"Children"
"3488","7312620","coordination","2",15564,3,"Children"
"3489","7312620","coordination","15",16202,3,"Children"
"3490","7312620","coordination","Niente",13201,4,"Children"
"3491","7312620","coordination","Niente",13308,4,"Children"
"3492","7312620","coordination","2",14498,4,"Children"
"3493","7312620","coordination","2",14583,4,"Children"
"3494","7312620","coordination","15",15318,4,"Children"
"3495","7312620","coordination","R1",18317,5,"Children"
"3496","7312620","coordination","R1",18406,5,"Children"
"3497","7312620","coordination","R2",19018,5,"Children"
"3498","7312620","competition","4",12420,1,"Children"
"3499","7312620","competition","15",8651,2,"Children"
"3500","7312620","competition","4",7416,3,"Children"
"3501","7312620","competition","4",7522.00000000003,3,"Children"
"3502","7312620","competition","Niente",8584,3,"Children"
