"sub","game","sum","mean.up","mean.rt","median.rt","mean.switch","mean.payoff","prop","count.trial","flag.trial","flag.variance","version","flag.switch.0","flag.switch.1","flag.ns","slope.lottery","flag.slopes","flag.lottery","Gender","Age","age.cat"
"7313835","competition",10,0.666666666666667,1563.99786667461,1345.65300001192,0.642857142857143,8.73404255319149,0.666666666666667,15,0,0,"ver1","0","0","0",-1.9298966290503,"0","0","M",13,"Adolescents"
"7313835","coordination",15,1,1419.40206667541,995.937000000005,0,7.37234042553191,1,15,0,1,"ver1","0","0","0",-1.9298966290503,"0","0","M",13,"Adolescents"
"7313835","lottery",7,0.466666666666667,1311.81786668256,1154.73000003576,0.357142857142857,9.23333333333333,0.466666666666667,15,0,0,"ver1","0","0","0",-1.9298966290503,"0","0","M",13,"Adolescents"
"7313836","competition",9,0.6,3731.81873342234,2558.68500019074,0.571428571428571,8.21489361702128,0.6,15,0,0,"ver1","0","0","0",-0.280722101396892,"0","0","M",13,"Adolescents"
"7313836","coordination",8,0.533333333333333,2017.75940006358,1909.52600057219,0.642857142857143,7.76028368794326,0.533333333333333,15,0,0,"ver1","0","0","0",-0.280722101396892,"0","0","M",13,"Adolescents"
"7313836","lottery",5,0.333333333333333,2170.72480008901,1967.51000038147,0.5,8.1,0.333333333333333,15,0,0,"ver1","0","0","0",-0.280722101396892,"0","0","M",13,"Adolescents"
"7313837","competition",5,0.333333333333333,1512.58406665077,1277.533,0.0714285714285714,9.00531914893617,0.333333333333333,15,0,0,"ver1","0","0","0",-1.18200614960235,"0","0","F",13,"Adolescents"
"7313837","coordination",4,0.266666666666667,2710.67573335876,1282.24800009537,0.214285714285714,10.168085106383,0.266666666666667,15,0,0,"ver1","0","0","0",-1.18200614960235,"0","0","F",13,"Adolescents"
"7313837","lottery",3,0.2,1236.43259998093,985.245999904626,0.357142857142857,8.7,0.2,15,0,0,"ver1","0","0","0",-1.18200614960235,"0","0","F",13,"Adolescents"
"7313838","competition",6,0.4,1854.03373374024,1449.28000038146,0.214285714285714,9.08120567375886,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",14,"Adolescents"
"7313838","coordination",6,0.4,2512.54773362579,1540.24400038147,0.357142857142857,10.2159574468085,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",14,"Adolescents"
"7313838","lottery",6,0.4,1427.93813391825,1242.70600038147,0.0714285714285714,9.6,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",14,"Adolescents"
"7313839","competition",11,0.733333333333333,2471.08420000954,1921.97200001788,0.357142857142857,9.05602836879433,0.733333333333333,15,0,0,"ver1","0","0","0",0.255180291923184,"1","1","F",13,"Adolescents"
"7313839","coordination",14,0.933333333333333,2208.6331333393,1712.94700001788,0.142857142857143,6.9209219858156,0.933333333333333,15,0,0,"ver1","0","0","0",0.255180291923184,"1","1","F",13,"Adolescents"
"7313839","lottery",13,0.866666666666667,1153.16066667144,827.137000000002,0.285714285714286,7.43333333333333,0.866666666666667,15,0,0,"ver1","0","0","0",0.255180291923184,"1","1","F",13,"Adolescents"
"7313840","competition",15,1,1425.89619987284,1140.30599961853,0,8.77127659574468,1,15,0,1,"ver1","1","0","1",NA,"0","1","M",14,"Adolescents"
"7313840","coordination",0,0,1138.98713332062,883.889999809267,0,8,0,15,0,1,"ver1","1","0","1",NA,"0","1","M",14,"Adolescents"
"7313840","lottery",0,0,813.97586674296,796.826000381465,0,8,0,15,0,1,"ver1","1","0","1",NA,"0","1","M",14,"Adolescents"
"7313841","competition",7,0.466666666666667,776.914199987287,707.517000190739,0.642857142857143,8.41312056737589,0.466666666666667,15,0,0,"ver1","0","0","0",-1.00578067175725,"0","0","F",13,"Adolescents"
"7313841","coordination",3,0.2,2109.30759979655,2043.96899980927,0.285714285714286,8.61666666666667,0.2,15,0,0,"ver1","0","0","0",-1.00578067175725,"0","0","F",13,"Adolescents"
"7313841","lottery",4,0.266666666666667,1772.18626650136,1095.15999980927,0.357142857142857,8.66666666666667,0.266666666666667,15,0,0,"ver1","0","0","0",-1.00578067175725,"0","0","F",13,"Adolescents"
"7313843","competition",3,0.2,1744.21353377838,1522.05499999999,0.428571428571429,8.3,0.2,15,0,0,"ver1","0","0","0",-2.39097831327908,"0","0","F",14,"Adolescents"
"7313843","coordination",4,0.266666666666667,1864.01153368937,1306.467,0.428571428571429,9.03333333333333,0.266666666666667,15,0,0,"ver1","0","0","0",-2.39097831327908,"0","0","F",14,"Adolescents"
"7313843","lottery",5,0.333333333333333,3435.24840033061,2674.09500019073,0.214285714285714,9.3,0.333333333333333,15,0,0,"ver1","0","0","0",-2.39097831327908,"0","0","F",14,"Adolescents"
"7313844","competition",2,0.133333333333333,6329.6,4334,0.285714285714286,7.9531914893617,0.133333333333333,15,0,0,"ver1","0","0","0",-3.90534987008247,"0","0","F",13,"Adolescents"
"7313844","coordination",10,0.666666666666667,2905.26666666667,2567,0.142857142857143,9.95212765957447,0.666666666666667,15,0,0,"ver1","0","0","0",-3.90534987008247,"0","0","F",13,"Adolescents"
"7313844","lottery",8,0.533333333333333,1945.86666666667,1661,0.0714285714285714,9.6,0.533333333333333,15,0,0,"ver1","0","0","0",-3.90534987008247,"0","0","F",13,"Adolescents"
"7313845","competition",15,1,907.682533320617,830.632000047684,0,8.77127659574468,1,15,0,1,"ver1","0","0","0",-0.497178955173832,"0","0","F",14,"Adolescents"
"7313845","coordination",14,0.933333333333333,1016.36726660944,927.739999952319,0.0714285714285714,8.13297872340426,0.933333333333333,15,0,0,"ver1","0","0","0",-0.497178955173832,"0","0","F",14,"Adolescents"
"7313845","lottery",14,0.933333333333333,1969.51199994596,1055.96499990463,0.142857142857143,7.93333333333333,0.933333333333333,15,0,0,"ver1","0","0","0",-0.497178955173832,"0","0","F",14,"Adolescents"
"7313865","competition",8,0.533333333333333,2681.15260000954,2110.23899998807,0.214285714285714,9.22482269503546,0.533333333333333,15,0,0,"ver1","0","0","0",-4.35121880702236,"0","0","M",14,"Adolescents"
"7313865","coordination",10,0.666666666666667,2142.85713334049,1778.71399998807,0.142857142857143,9.95212765957447,0.666666666666667,15,0,0,"ver1","0","0","0",-4.35121880702236,"0","0","M",14,"Adolescents"
"7313865","lottery",7,0.466666666666667,2639.58293333651,2299.27200003577,0.0714285714285714,9.63333333333333,0.466666666666667,15,0,0,"ver1","0","0","0",-4.35121880702236,"0","0","M",14,"Adolescents"
"7321742","competition",6,0.4,4207.07280000025,3734.85699999999,0.571428571428571,8.28404255319149,0.4,15,0,0,"ver1","0","0","0",-0.231001603928904,"0","0","M",11,"Children"
"7321742","coordination",14,0.933333333333333,3346.9070000006,2238.09100000001,0.142857142857143,7.14468085106383,0.933333333333333,15,0,0,"ver1","0","0","0",-0.231001603928904,"0","0","M",11,"Children"
"7321742","lottery",8,0.533333333333333,2001.80593333389,1515.22400000074,0.571428571428571,8,0.533333333333333,15,0,0,"ver1","0","0","0",-0.231001603928904,"0","0","M",11,"Children"
"7321744","competition",4,0.266666666666667,3251.07106666876,3424.13400000005,0.428571428571429,8.25283687943262,0.266666666666667,15,0,0,"ver1","0","0","0",-0.366784500706308,"0","0","F",12,"Adolescents"
"7321744","coordination",5,0.333333333333333,1701.75426666836,1552.74100000149,0.357142857142857,9.77269503546099,0.333333333333333,15,0,0,"ver1","0","0","0",-0.366784500706308,"0","0","F",12,"Adolescents"
"7321744","lottery",7,0.466666666666667,1699.85606666886,1469.80800000002,0.428571428571429,8.16666666666667,0.466666666666667,15,0,0,"ver1","0","0","0",-0.366784500706308,"0","0","F",12,"Adolescents"
"7321747","competition",7,0.466666666666667,4351.93219999987,4651.583,0.714285714285714,8.35992907801418,0.466666666666667,15,0,0,"ver1","0","0","0",-4.35121880702236,"0","0","M",11,"Children"
"7321747","coordination",7,0.466666666666667,2230.04739999978,2054.30200000003,0.0714285714285714,10.9471631205674,0.466666666666667,15,0,0,"ver1","0","0","0",-4.35121880702236,"0","0","M",11,"Children"
"7321747","lottery",7,0.466666666666667,2175.92499999988,1820.505,0.0714285714285714,9.63333333333333,0.466666666666667,15,0,0,"ver1","0","0","0",-4.35121880702236,"0","0","M",11,"Children"
"7321748","competition",8,0.533333333333333,3282.86666666667,3018,0.357142857142857,9.02127659574468,0.533333333333333,15,0,0,"ver1","0","0","0",-1.55711230580982,"0","0","M",11,"Children"
"7321748","coordination",14,0.933333333333333,1402.4,1119,0.0714285714285714,8.13297872340426,0.933333333333333,15,0,0,"ver1","0","0","0",-1.55711230580982,"0","0","M",11,"Children"
"7321748","lottery",9,0.6,1769.06666666667,1534,0.357142857142857,9.03333333333333,0.6,15,0,0,"ver1","0","0","0",-1.55711230580982,"0","0","M",11,"Children"
"7321751","competition",12,0.8,3700.42666666577,3123.35299999997,0.428571428571429,8.74964539007092,0.8,15,0,0,"ver1","0","0","0",-0.517007453876156,"0","0","M",11,"Children"
"7321751","coordination",12,0.8,1347.64153333219,1167.29599999997,0.357142857142857,8.05035460992908,0.8,15,0,0,"ver1","0","0","0",-0.517007453876156,"0","0","M",11,"Children"
"7321751","lottery",11,0.733333333333333,1892.47773333219,1466.32299999701,0.571428571428571,8.16666666666667,0.733333333333333,15,0,0,"ver1","0","0","0",-0.517007453876156,"0","0","M",11,"Children"
"7321752","competition",5,0.333333333333333,3653.74553333174,2629.95199999999,0.214285714285714,8.90354609929078,0.333333333333333,15,0,0,"ver1","0","0","0",-3.08787839593297,"0","0","M",12,"Adolescents"
"7321752","coordination",14,0.933333333333333,1233.92533333015,1145.27099998808,0.142857142857143,8.09822695035461,0.933333333333333,15,0,0,"ver1","0","0","0",-3.08787839593297,"0","0","M",12,"Adolescents"
"7321752","lottery",5,0.333333333333333,1306.81773332936,1167.91499999998,0.214285714285714,9.43333333333333,0.333333333333333,15,0,0,"ver1","0","0","0",-3.08787839593297,"0","0","M",12,"Adolescents"
"7321753","competition",8,0.533333333333333,3433.07773333318,2394.27599999981,0.214285714285714,9.22482269503546,0.533333333333333,15,0,0,"ver1","0","0","0",-1.74358514691271,"0","0","F",12,"Adolescents"
"7321753","coordination",7,0.466666666666667,2158.39933333318,1601.69799999971,0.285714285714286,9.66312056737589,0.466666666666667,15,0,0,"ver1","0","0","0",-1.74358514691271,"0","0","F",12,"Adolescents"
"7321753","lottery",5,0.333333333333333,2089.25199999983,1568.5529999999,0.357142857142857,9.1,0.333333333333333,15,0,0,"ver1","0","0","0",-1.74358514691271,"0","0","F",12,"Adolescents"
"7321755","competition",2,0.133333333333333,1773.32459998966,1402.99599999998,0.214285714285714,8.45106382978723,0.133333333333333,15,0,0,"ver1","0","0","0",-1.66005266720078,"0","0","M",12,"Adolescents"
"7321755","coordination",6,0.4,2455.50113332539,2296.228,0.214285714285714,10.5223404255319,0.4,15,0,0,"ver1","0","0","0",-1.66005266720078,"0","0","M",12,"Adolescents"
"7321755","lottery",4,0.266666666666667,1717.06173332539,1502.38500000001,0.214285714285714,9,0.266666666666667,15,0,0,"ver1","0","0","0",-1.66005266720078,"0","0","M",12,"Adolescents"
"7321756","competition",2,0.133333333333333,1835.33333333333,1484,0.142857142857143,8.4113475177305,0.133333333333333,15,0,0,"ver1","0","0","0",-3.50378338932455,"0","0","M",11,"Children"
"7321756","coordination",5,0.333333333333333,2117.13333333333,2184,0.214285714285714,10.5929078014184,0.333333333333333,15,0,0,"ver1","0","0","0",-3.50378338932455,"0","0","M",11,"Children"
"7321756","lottery",6,0.4,2014.93333333333,1734,0.214285714285714,9.53333333333333,0.4,15,0,0,"ver1","0","0","0",-3.50378338932455,"0","0","M",11,"Children"
"7321758","competition",5,0.333333333333333,2347.6,1817,0.642857142857143,8.49929078014184,0.333333333333333,15,0,0,"ver1","0","0","0",0.0632254280890273,"1","1","M",12,"Adolescents"
"7321758","coordination",7,0.466666666666667,3063.06666666667,2741,0.642857142857143,9.04539007092199,0.466666666666667,15,0,0,"ver1","0","0","0",0.0632254280890273,"1","1","M",12,"Adolescents"
"7321758","lottery",7,0.466666666666667,2221.2,2048.00000000001,0.571428571428571,7.7,0.466666666666667,15,0,0,"ver1","0","0","0",0.0632254280890273,"1","1","M",12,"Adolescents"
"7321760","competition",8,0.533333333333333,1397.28186666865,1186.25899999996,0.785714285714286,8.78014184397163,0.533333333333333,15,0,0,"ver1","0","0","0",-0.146682965445774,"0","0","M",11,"Children"
"7321760","coordination",7,0.466666666666667,1252.02840000119,1100.33399999404,0.5,6.72765957446808,0.466666666666667,15,0,0,"ver1","0","0","0",-0.146682965445774,"0","0","M",11,"Children"
"7321760","lottery",5,0.333333333333333,5949.2254000004,5077.47200000001,0.5,7.96666666666667,0.333333333333333,15,0,0,"ver1","0","0","0",-0.146682965445774,"0","0","M",11,"Children"
"7321766","competition",11,0.733333333333333,2258.93353333234,1895.216,0.357142857142857,9.09574468085106,0.733333333333333,15,0,0,"ver1","0","0","0",0.0110388504962351,"1","1","M",11,"Children"
"7321766","coordination",6,0.4,1294.46479999866,1125.777,0.428571428571429,8.32482269503546,0.4,15,0,0,"ver1","0","0","0",0.0110388504962351,"1","1","M",11,"Children"
"7321766","lottery",8,0.533333333333333,1439.63593333214,901.981,0.642857142857143,7.73333333333333,0.533333333333333,15,0,0,"ver1","0","0","0",0.0110388504962351,"1","1","M",11,"Children"
"7321771","competition",6,0.4,4239.14799999985,2269.44899999979,0.5,8.80283687943262,0.4,15,0,0,"ver1","0","0","0",-1.74358514691271,"0","0","M",12,"Adolescents"
"7321771","coordination",7,0.466666666666667,3505.44586666646,3150.82499999963,0.214285714285714,10.8539007092199,0.466666666666667,15,0,0,"ver1","0","0","0",-1.74358514691271,"0","0","M",12,"Adolescents"
"7321771","lottery",5,0.333333333333333,1602.76039999982,1518.31899999973,0.357142857142857,9.1,0.333333333333333,15,0,0,"ver1","0","0","0",-1.74358514691271,"0","0","M",12,"Adolescents"
"7321773","competition",5,0.333333333333333,6265.64640000016,5103.73300000037,0.5,8.53085106382979,0.333333333333333,15,0,0,"ver1","0","0","0",1.05104973251093,"1","1","F",11,"Children"
"7321773","coordination",6,0.4,3202.92266666677,2619.98300000036,0.5,6.4468085106383,0.4,15,0,0,"ver1","0","0","0",1.05104973251093,"1","1","F",11,"Children"
"7321773","lottery",8,0.533333333333333,5491.05073333343,4184.08800000011,0.5,6.73333333333333,0.533333333333333,15,0,0,"ver1","0","0","0",1.05104973251093,"1","1","F",11,"Children"
"7321779","competition",0,0,1619.05633333533,1317.78700001194,0,8,0,15,0,1,"ver1","0","0","0",-1.00528771215425,"0","0","M",10,"Children"
"7321779","coordination",15,1,1857.50626666349,1501.82500000001,0,7.37234042553191,1,15,0,1,"ver1","0","0","0",-1.00528771215425,"0","0","M",10,"Children"
"7321779","lottery",12,0.8,4171.64819999841,3400.97399998808,0.357142857142857,8.46666666666667,0.8,15,0,0,"ver1","0","0","0",-1.00528771215425,"0","0","M",10,"Children"
"7321784","competition",5,0.333333333333333,1962.42039999925,1846.52899999853,0.357142857142857,8.73758865248227,0.333333333333333,15,0,0,"ver1","0","0","0",-0.904005150458792,"0","0","F",11,"Children"
"7321784","coordination",6,0.4,2168.9113333323,1837.25100000005,0.357142857142857,10.4237588652482,0.4,15,0,0,"ver1","0","0","0",-0.904005150458792,"0","0","F",11,"Children"
"7321784","lottery",4,0.266666666666667,2520.67319999881,2221.21199999924,0.357142857142857,8.6,0.266666666666667,15,0,0,"ver1","0","0","0",-0.904005150458792,"0","0","F",11,"Children"
"7321786","competition",7,0.466666666666667,5020.85893332856,3972.80499999702,0.214285714285714,9.16241134751773,0.466666666666667,15,0,0,"ver1","0","0","0",-0.892839112197875,"0","0","M",12,"Adolescents"
"7321786","coordination",4,0.266666666666667,2286.05873332976,2238.04099999997,0.0714285714285714,10.3652482269504,0.266666666666667,15,0,0,"ver1","0","0","0",-0.892839112197875,"0","0","M",12,"Adolescents"
"7321786","lottery",2,0.133333333333333,2220.50106666229,1710.70999999699,0.285714285714286,8.46666666666667,0.133333333333333,15,0,0,"ver1","0","0","0",-0.892839112197875,"0","0","M",12,"Adolescents"
"7321788","competition",7,0.466666666666667,1637.96333333056,1503.48499999999,0.428571428571429,8.67304964539007,0.466666666666667,15,0,0,"ver1","0","0","0",-0.164315455207253,"0","0","M",11,"Children"
"7321788","coordination",6,0.4,1985.88133332936,1795.5,0.571428571428571,7.6241134751773,0.4,15,0,0,"ver1","0","0","0",-0.164315455207253,"0","0","M",11,"Children"
"7321788","lottery",9,0.6,694.14533333214,167.019,0.571428571428571,7.9,0.6,15,0,0,"ver1","0","0","0",-0.164315455207253,"0","0","M",11,"Children"
"7321801","competition",5,0.333333333333333,3967.9738000002,2449.28900000596,0.357142857142857,8.86879432624113,0.333333333333333,15,0,0,"ver1","0","0","0",-0.732069338887446,"0","0","M",11,"Children"
"7321801","coordination",5,0.333333333333333,2052.14900000357,1851.79100000297,0.0714285714285714,10.6914893617021,0.333333333333333,15,0,0,"ver1","0","0","0",-0.732069338887446,"0","0","M",11,"Children"
"7321801","lottery",3,0.2,3414.9795333387,2530.09500000596,0.214285714285714,8.43333333333333,0.2,15,0,0,"ver1","0","0","0",-0.732069338887446,"0","0","M",11,"Children"
"7321842","competition",6,0.4,2470.45506666666,1684.86399999983,0.214285714285714,8.88333333333333,0.4,15,0,0,"ver1","0","0","0",-1.09624104418603,"0","0","F",11,"Children"
"7321842","coordination",11,0.733333333333333,3550.02586666667,3183.74100000001,0.428571428571429,8.51241134751773,0.733333333333333,15,0,0,"ver1","0","0","0",-1.09624104418603,"0","0","F",11,"Children"
"7321842","lottery",6,0.4,1594.09013333335,1492.50500000012,0.357142857142857,8.8,0.4,15,0,0,"ver1","0","0","0",-1.09624104418603,"0","0","F",11,"Children"
"7321845","competition",5,0.333333333333333,3405.60480000007,3150.9380000002,0.428571428571429,8.6790780141844,0.333333333333333,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","F",11,"Children"
"7321845","coordination",7,0.466666666666667,3559.37080000003,3248.67300000018,0.214285714285714,10.75,0.466666666666667,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","F",11,"Children"
"7321845","lottery",6,0.4,1927.95493333334,1685.31500000018,0.0714285714285714,9.6,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","F",11,"Children"
"7321853","competition",1,0.0666666666666667,1366.13906669131,1318.55800003576,0.142857142857143,8.15070921985816,0.0666666666666667,15,0,0,"ver1","0","0","0",-0.542988029411408,"0","0","M",12,"Adolescents"
"7321853","coordination",0,0,1290.96613335082,1219.18200001193,0,8,0,15,0,1,"ver1","0","0","0",-0.542988029411408,"0","0","M",12,"Adolescents"
"7321853","lottery",3,0.2,2672.12080001192,1787.15699999999,0.142857142857143,8.3,0.2,15,0,0,"ver1","0","0","0",-0.542988029411408,"0","0","M",12,"Adolescents"
"7321883","competition",5,0.333333333333333,1358.67193334287,1216.84099998808,0.5,8.56666666666667,0.333333333333333,15,0,0,"ver1","0","0","0",-1.00263018384736,"0","0","M",12,"Adolescents"
"7321883","coordination",6,0.4,2188.79233334049,1970.713,0.0714285714285714,10.9191489361702,0.4,15,0,0,"ver1","0","0","0",-1.00263018384736,"0","0","M",12,"Adolescents"
"7321883","lottery",1,0.0666666666666667,2113.88086668018,1943.09200001192,0.0714285714285714,8.43333333333333,0.0666666666666667,15,0,0,"ver1","0","0","0",-1.00263018384736,"0","0","M",12,"Adolescents"
"7321884","competition",6,0.4,2898.21480001113,2689.11300000001,0.357142857142857,8.99822695035461,0.4,15,0,0,"ver1","0","0","0",-1.755878743835,"0","0","M",13,"Adolescents"
"7321884","coordination",5,0.333333333333333,1561.86173334604,1367.48600002384,0.214285714285714,10.1960992907801,0.333333333333333,15,0,0,"ver1","0","0","0",-1.755878743835,"0","0","M",13,"Adolescents"
"7321884","lottery",7,0.466666666666667,1364.04853334128,1317.69200002385,0.357142857142857,9.16666666666667,0.466666666666667,15,0,0,"ver1","0","0","0",-1.755878743835,"0","0","M",13,"Adolescents"
"7321885","competition",7,0.466666666666667,2856.12180000259,2054.39700000003,0.642857142857143,8.55212765957447,0.466666666666667,15,0,0,"ver1","0","0","0",-1.36104914320156,"0","0","F",13,"Adolescents"
"7321885","coordination",9,0.6,2927.18673333542,2321.89600000001,0.5,9.5968085106383,0.6,15,0,0,"ver1","0","0","0",-1.36104914320156,"0","0","F",13,"Adolescents"
"7321885","lottery",4,0.266666666666667,2653.38733333581,2738.12800000003,0.214285714285714,8.86666666666667,0.266666666666667,15,0,0,"ver1","0","0","0",-1.36104914320156,"0","0","F",13,"Adolescents"
"7321886","competition",5,0.333333333333333,1674.08160000258,1319.59400000001,0.214285714285714,8.95709219858156,0.333333333333333,15,0,0,"ver1","0","0","0",-0.807026204637787,"0","0","F",12,"Adolescents"
"7321886","coordination",6,0.4,1645.92786666905,1367.76400000895,0.214285714285714,10.7195035460993,0.4,15,0,0,"ver1","0","0","0",-0.807026204637787,"0","0","F",12,"Adolescents"
"7321886","lottery",5,0.333333333333333,2333.11920000377,1853.40300000298,0.5,8.56666666666667,0.333333333333333,15,0,0,"ver1","0","0","0",-0.807026204637787,"0","0","F",12,"Adolescents"
"7321887","competition",6,0.4,3348.26719999642,3431.80199998213,0.714285714285714,8.33758865248227,0.4,15,0,0,"ver1","0","0","0",0.0028371777940672,"1","1","F",12,"Adolescents"
"7321887","coordination",8,0.533333333333333,5255.95293332538,4485.15199998212,0.5,9.41418439716312,0.533333333333333,15,0,0,"ver1","0","0","0",0.0028371777940672,"1","1","F",12,"Adolescents"
"7321887","lottery",7,0.466666666666667,2798.11859999483,1918.27899998808,0.428571428571429,7.76666666666667,0.466666666666667,15,0,0,"ver1","0","0","0",0.0028371777940672,"1","1","F",12,"Adolescents"
"7321888","competition",0,0,2731,2379,0,8,0,15,0,1,"ver1","1","0","1",NA,"0","1","F",12,"Adolescents"
"7321888","coordination",0,0,1292.46666666667,1169,0,8,0,15,0,1,"ver1","1","0","1",NA,"0","1","F",12,"Adolescents"
"7321888","lottery",0,0,1376.4,1303,0,8,0,15,0,1,"ver1","1","0","1",NA,"0","1","F",12,"Adolescents"
"7321889","competition",6,0.4,4110.7158000001,3013.0610000015,0.0714285714285714,9.1,0.4,15,0,0,"ver1","0","0","0",-0.785928030078348,"0","0","M",12,"Adolescents"
"7321889","coordination",4,0.266666666666667,3454.73966666657,2652.36999999702,0.357142857142857,9.55283687943262,0.266666666666667,15,0,0,"ver1","0","0","0",-0.785928030078348,"0","0","M",12,"Adolescents"
"7321889","lottery",7,0.466666666666667,3379.89546666707,2705.73699999999,0.285714285714286,8.56666666666667,0.466666666666667,15,0,0,"ver1","0","0","0",-0.785928030078348,"0","0","M",12,"Adolescents"
"7321890","competition",4,0.266666666666667,2843.30453333224,2079.65399999703,0.285714285714286,8.31205673758865,0.266666666666667,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",13,"Adolescents"
"7321890","coordination",6,0.4,1799.68146666587,1662.55799999851,0.0714285714285714,10.9191489361702,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",13,"Adolescents"
"7321890","lottery",6,0.4,1803.95406666508,1460.04099999552,0.0714285714285714,9.6,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",13,"Adolescents"
"7321891","competition",6,0.4,2168.33333333333,1668,0.0714285714285714,9.1,0.4,15,0,0,"ver1","0","0","0",-1.64997926711217,"0","0","M",13,"Adolescents"
"7321891","coordination",2,0.133333333333333,2102,1286,0.0714285714285714,9.39042553191489,0.133333333333333,15,0,0,"ver1","0","0","0",-1.64997926711217,"0","0","M",13,"Adolescents"
"7321891","lottery",2,0.133333333333333,2147.53333333333,2017,0.0714285714285714,8.8,0.133333333333333,15,0,0,"ver1","0","0","0",-1.64997926711217,"0","0","M",13,"Adolescents"
"7321892","competition",3,0.2,4009.39206668892,2687.11800004769,0.285714285714286,8.33971631205674,0.2,15,0,0,"ver1","0","0","0",-2.39097831327908,"0","0","M",12,"Adolescents"
"7321892","coordination",12,0.8,3848.25153335241,2847.49400004768,0.0714285714285714,9.48085106382979,0.8,15,0,0,"ver1","0","0","0",-2.39097831327908,"0","0","M",12,"Adolescents"
"7321892","lottery",5,0.333333333333333,2733.1980000151,2338.43399999998,0.214285714285714,9.3,0.333333333333333,15,0,0,"ver1","0","0","0",-2.39097831327908,"0","0","M",12,"Adolescents"
"7321893","competition",3,0.2,4703.33499999989,3988.50099999981,0.357142857142857,8.45460992907801,0.2,15,0,0,"ver1","0","0","0",-0.732069338887447,"0","0","M",12,"Adolescents"
"7321893","coordination",7,0.466666666666667,6945.41393333317,5794.58199999944,0.357142857142857,10.0095744680851,0.466666666666667,15,0,0,"ver1","0","0","0",-0.732069338887447,"0","0","M",12,"Adolescents"
"7321893","lottery",3,0.2,2592.51386666644,1928.13199999981,0.428571428571429,8.43333333333333,0.2,15,0,0,"ver1","0","0","0",-0.732069338887447,"0","0","M",12,"Adolescents"
"7321894","competition",5,0.333333333333333,3078.46666666667,2466,0.357142857142857,8.71631205673759,0.333333333333333,15,0,0,"ver1","0","0","0",-2.2573960443532,"0","0","F",12,"Adolescents"
"7321894","coordination",5,0.333333333333333,6993.53333333333,4466,0.0714285714285714,10.6914893617021,0.333333333333333,15,0,0,"ver1","0","0","0",-2.2573960443532,"0","0","F",12,"Adolescents"
"7321894","lottery",3,0.2,2170.06666666667,2034,0.0714285714285714,9.1,0.2,15,0,0,"ver1","0","0","0",-2.2573960443532,"0","0","F",12,"Adolescents"
"7321895","competition",6,0.4,1508.58626668812,1484.83900002384,0.214285714285714,9.01666666666667,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",15,"Adolescents"
"7321895","coordination",5,0.333333333333333,2774.66973335559,2094.04300002384,0.0714285714285714,10.6914893617021,0.333333333333333,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",15,"Adolescents"
"7321895","lottery",6,0.4,1806.36313335161,1501.402,0.0714285714285714,9.6,0.4,15,0,0,"ver1","0","0","0",-4.20240728470748,"0","0","M",15,"Adolescents"
"7321896","competition",4,0.266666666666667,1151.8,1033,0.357142857142857,8.74148936170213,0.266666666666667,15,0,0,"ver1","0","0","0",-2.27803101712859,"0","0","M",12,"Adolescents"
"7321896","coordination",6,0.4,1358.6,1234,0.0714285714285714,10.9191489361702,0.4,15,0,0,"ver1","0","0","0",-2.27803101712859,"0","0","M",12,"Adolescents"
"7321896","lottery",4,0.266666666666667,1917.33333333333,1649,0.214285714285714,9.2,0.266666666666667,15,0,0,"ver1","0","0","0",-2.27803101712859,"0","0","M",12,"Adolescents"
"7321897","competition",9,0.6,2066.97846666654,1887.31700000001,0.142857142857143,8.9563829787234,0.6,15,0,0,"ver1","0","0","0",-3.90534987008247,"0","0","F",13,"Adolescents"
"7321897","coordination",9,0.6,2354.28006666651,2054.18200000003,0.0714285714285714,10.7127659574468,0.6,15,0,0,"ver1","0","0","0",-3.90534987008247,"0","0","F",13,"Adolescents"
"7321897","lottery",8,0.533333333333333,3343.90179999984,2554.11999999982,0.0714285714285714,9.6,0.533333333333333,15,0,0,"ver1","0","0","0",-3.90534987008247,"0","0","F",13,"Adolescents"
"7322021","competition",5,0.333333333333333,3515.48740000596,1536.038,0.428571428571429,8.31312056737589,0.333333333333333,15,0,0,"ver1","0","0","0",-0.468618786074059,"0","0","F",13,"Adolescents"
"7322021","coordination",5,0.333333333333333,1691.62120000993,1269.393,0.571428571428571,7.51631205673759,0.333333333333333,15,0,0,"ver1","0","0","0",-0.468618786074059,"0","0","F",13,"Adolescents"
"7322021","lottery",4,0.266666666666667,2208.03860001033,1267.57700001787,0.285714285714286,8.26666666666667,0.266666666666667,15,0,0,"ver1","0","0","0",-0.468618786074059,"0","0","F",13,"Adolescents"
