"","sub","game","Screen","rt","trial","Object.Name","sp","left.column","right.column","rt.out","left.response","right.response","answer","response","switch","payoff"
"182",9818110,"competition","trial",7841.73199997616,2,"right",15,"15solosesoli.png","15.png",0,"UP","SP","SP",0,1,15
"183",9818110,"competition","trial",13906.841,3,"left",7,"7.png","15solosesoli.png",1,"SP","UP","SP",0,1,7
"184",9818110,"competition","trial",3659.937,4,"right",6,"6.png","15solosesoli.png",0,"SP","UP","UP",1,1,8.49056603773585
"185",9818110,"competition","trial",5697.23800000002,5,"left",10,"10.png","15solosesoli.png",0,"SP","UP","SP",0,1,10
"186",9818110,"competition","trial",6242.348,6,"left",8,"15solosesoli.png","8.png",0,"UP","SP","UP",1,1,10.188679245283
"187",9818110,"competition","trial",6952.07399997616,7,"right",11,"15solosesoli.png","11.png",0,"UP","SP","SP",0,0,11
"188",9818110,"competition","trial",18957.5099999642,8,"right",13,"13.png","15solosesoli.png",1,"SP","UP","UP",1,1,11.4622641509434
"189",9818110,"competition","trial",20885.892,9,"left",14,"15solosesoli.png","14.png",1,"UP","SP","UP",1,0,11.6037735849057
"190",9818110,"competition","trial",4981.29399999999,10,"right",1,"1.png","15solosesoli.png",0,"SP","UP","UP",1,NA,6.36792452830189
"191",9818110,"competition","trial",6584.86499995232,11,"left",12,"12.png","15solosesoli.png",0,"SP","UP","SP",0,0,12
"192",9818110,"competition","trial",4839.78299996423,12,"right",3,"15solosesoli.png","3.png",0,"UP","SP","SP",0,1,3
"193",9818110,"competition","trial",2015.16800000001,13,"left",2,"15solosesoli.png","2.png",0,"UP","SP","UP",1,0,6.36792452830189
"194",9818110,"competition","trial",17171.454,14,"left",5,"5.png","15solosesoli.png",1,"SP","UP","SP",0,1,5
"195",9818110,"competition","trial",1678.64799996425,15,"left",4,"15solosesoli.png","4.png",0,"UP","SP","UP",1,1,7.21698113207547
"196",9818110,"lottery","trial",3795.06899995232,1,"right",12,"15soloseacaso.png","12.png",0,"UP","SP","SP",0,0,12
"197",9818110,"lottery","trial",1467.48499996425,2,"right",6,"6.png","15soloseacaso.png",0,"SP","UP","UP",1,0,7.5
"198",9818110,"lottery","trial",2675.61900000001,3,"right",5,"5.png","15soloseacaso.png",0,"SP","UP","UP",1,0,7.5
"199",9818110,"lottery","trial",1548.27099996424,4,"left",2,"15soloseacaso.png","2.png",0,"UP","SP","UP",1,0,7.5
"200",9818110,"lottery","trial",1789.56999995231,5,"right",1,"1.png","15soloseacaso.png",0,"SP","UP","UP",1,NA,7.5
"201",9818110,"lottery","trial",1325.78599995232,6,"right",10,"15soloseacaso.png","10.png",0,"UP","SP","SP",0,1,10
"202",9818110,"lottery","trial",1715.33400000003,7,"left",4,"15soloseacaso.png","4.png",0,"UP","SP","UP",1,0,7.5
"203",9818110,"lottery","trial",3663.89099999997,8,"left",8,"15soloseacaso.png","8.png",0,"UP","SP","UP",1,0,7.5
"204",9818110,"lottery","trial",1513.84099995231,9,"left",11,"11.png","15soloseacaso.png",0,"SP","UP","SP",0,0,11
"205",9818110,"lottery","trial",2307.18199998807,10,"left",15,"15.png","15soloseacaso.png",0,"SP","UP","SP",0,0,15
"206",9818110,"lottery","trial",1382.94,11,"left",14,"14.png","15soloseacaso.png",0,"SP","UP","SP",0,0,14
"207",9818110,"lottery","trial",1622.39799995231,12,"right",7,"7.png","15soloseacaso.png",0,"SP","UP","UP",1,0,7.5
"208",9818110,"lottery","trial",1722.31699997614,13,"right",9,"9.png","15soloseacaso.png",0,"SP","UP","UP",1,0,7.5
"209",9818110,"lottery","trial",1742.69199997614,14,"left",3,"15soloseacaso.png","3.png",0,"UP","SP","UP",1,0,7.5
"210",9818110,"lottery","trial",2819.58099996424,15,"left",13,"13.png","15soloseacaso.png",0,"SP","UP","SP",0,0,13
"211",9818110,"coordination","trial",3559.47499997617,1,"left",14,"15soloseinsieme.png","14.png",0,"UP","SP","UP",1,1,5.23584905660377
"212",9818110,"coordination","trial",8741.86699997616,2,"left",8,"15soloseinsieme.png","8.png",0,"UP","SP","UP",1,0,10.8962264150943
"213",9818110,"coordination","trial",1266.22200000004,3,"left",6,"15soloseinsieme.png","6.png",0,"UP","SP","UP",1,0,13.0188679245283
"214",9818110,"coordination","trial",1149.41399996425,4,"left",3,"15soloseinsieme.png","3.png",0,"UP","SP","UP",1,0,14.0094339622642
"215",9818110,"coordination","trial",2241.61900000001,5,"right",10,"15soloseinsieme.png","10.png",0,"UP","SP","SP",0,1,10
"216",9818110,"coordination","trial",3031.87100000004,6,"left",4,"15soloseinsieme.png","4.png",0,"UP","SP","UP",1,0,13.8679245283019
"217",9818110,"coordination","trial",9015.85000000001,7,"left",2,"15soloseinsieme.png","2.png",0,"UP","SP","UP",1,0,14.4339622641509
