"","sub","game","sum","mean.up","mean.rt","median.rt","mean.switch","mean.payoff","prop","count.trial","flag.trial","flag.variance"
"1",7312338,"competition",6,0.4,1836.13333333333,1950,0.642857142857143,8.67446808510638,0.4,15,0,0
"2",7312338,"coordination",8,0.533333333333333,1423.2,1467,0.642857142857143,7.84255319148936,0.533333333333333,15,0,0
"3",7312338,"lottery",13,0.866666666666667,1552.26666666667,1599,0.214285714285714,7.5,0.866666666666667,15,0,0
"4",7312339,"competition",3,0.2,1557.13333333333,1135,0.357142857142857,8.63404255319149,0.2,15,0,0
"5",7312339,"coordination",8,0.533333333333333,1999.4,1918,0.357142857142857,10.4851063829787,0.533333333333333,15,0,0
"6",7312339,"lottery",7,0.466666666666667,1240.93333333333,1151,0.214285714285714,9.43333333333333,0.466666666666667,15,0,0
"7",7312340,"competition",0,0,1264.73333333333,1084,0,8,0,15,0,1
"8",7312340,"coordination",11,0.733333333333333,1742.8,1534,0.0714285714285714,9.96702127659574,0.733333333333333,15,0,0
"9",7312340,"lottery",7,0.466666666666667,2987.33333333333,2467,0.214285714285714,9.36666666666667,0.466666666666667,15,0,0
"10",7312341,"competition",7,0.466666666666667,1585.6490001653,1303.97599980926,0.214285714285714,8.99113475177305,0.466666666666667,15,0,0
"11",7312341,"coordination",5,0.333333333333333,1565.54526679382,1403.74000000001,0.214285714285714,10.5929078014184,0.333333333333333,15,0,0
"12",7312341,"lottery",7,0.466666666666667,2200.06420019073,1680.945,0.357142857142857,9.3,0.466666666666667,15,0,0
"13",7312343,"competition",7,0.466666666666667,553.600000000001,426,0.642857142857143,8.49042553191489,0.466666666666667,15,0,0
"14",7312343,"coordination",11,0.733333333333333,921.200000000001,615,0.285714285714286,6.44007092198582,0.733333333333333,15,0,0
"15",7312343,"lottery",9,0.6,1463.46666666667,1061,0.428571428571429,7.76666666666667,0.6,15,0,0
"16",7312344,"competition",8,0.533333333333333,1562.96466666031,1639.07400000001,0.214285714285714,9.09929078014184,0.533333333333333,15,0,0
"17",7312344,"coordination",8,0.533333333333333,1266.41619998808,1210.37899996423,0.214285714285714,10.4851063829787,0.533333333333333,15,0,0
"18",7312344,"lottery",6,0.4,1926.60799999046,1626.58599997616,0.0714285714285714,9.6,0.4,15,0,0
"19",7312345,"competition",8,0.533333333333333,5567.2231999849,2383.37899998808,0.571428571428571,8.72978723404255,0.533333333333333,15,0,0
"20",7312345,"coordination",15,1,2654.98246665355,1506.54799997616,0,7.37234042553191,1,15,0,1
"21",7312345,"lottery",5,0.333333333333333,2839.50326665673,1525.10299999404,0.214285714285714,9.43333333333333,0.333333333333333,15,0,0
"22",7312346,"competition",7,0.466666666666667,2179.17719972025,1793.60899980926,0.428571428571429,8.54503546099291,0.466666666666667,15,0,0
"23",7312346,"coordination",6,0.4,1625.74579955495,1571.27299923706,0.285714285714286,9.80567375886525,0.4,15,0,0
"24",7312346,"lottery",5,0.333333333333333,3034.95233299001,1953.58899980927,0.285714285714286,8.36666666666667,0.333333333333333,15,0,0
"25",7312347,"competition",11,0.733333333333333,1539.28620016531,1265.11300038148,0.214285714285714,9.0886524822695,0.733333333333333,15,0,0
"26",7312347,"coordination",9,0.6,2494.37293339691,1868.12000019073,0.0714285714285714,10.7127659574468,0.6,15,0,0
"27",7312347,"lottery",9,0.6,1476.84713339691,1162.19100038147,0.0714285714285714,9.5,0.6,15,0,0
"28",7312348,"competition",10,0.666666666666667,1202.86166657766,1100.96899985694,0.0714285714285714,9.34929078014184,0.666666666666667,15,0,0
"29",7312348,"coordination",8,0.533333333333333,1433.75999990781,1329.97099985695,0.357142857142857,10.263829787234,0.533333333333333,15,0,0
"30",7312348,"lottery",10,0.666666666666667,2193.84039992371,1625.23199995232,0.714285714285714,8.26666666666667,0.666666666666667,15,0,0
"31",7312349,"competition",6,0.4,1123.52473330472,720.136999952316,0.357142857142857,8.21276595744681,0.4,15,0,0
"32",7312349,"coordination",9,0.6,1945.01759995867,1385.91499999999,0.571428571428571,8.43262411347518,0.6,15,0,0
"33",7312349,"lottery",5,0.333333333333333,3742.31133327293,2136.65299995232,0.571428571428571,8.5,0.333333333333333,15,0,0
"34",7312350,"competition",0,0,1516.71166707357,1027.32900076293,0,8,0,15,0,1
"35",7312350,"coordination",0,0,2130.33440041962,1504.32400076295,0,8,0,15,0,1
"36",7312350,"lottery",8,0.533333333333333,3436.50100036875,3194.60599999999,0.0714285714285714,9.6,0.533333333333333,15,0,0
"37",7312351,"competition",0,0,1446.85313331426,1245.72799996423,0,8,0,15,0,1
"38",7312351,"coordination",1,0.0666666666666667,1903.03226665872,1673.326,0.142857142857143,8.65390070921986,0.0666666666666667,15,0,0
"39",7312351,"lottery",1,0.0666666666666667,1439.45726664998,1243.841,0.142857142857143,7.83333333333333,0.0666666666666667,15,0,0
"40",7312353,"competition",8,0.533333333333333,1533.92313335877,1492.90400000001,0.5,8.68120567375887,0.533333333333333,15,0,0
"41",7312353,"coordination",5,0.333333333333333,3139.76126668892,3273.922,0.214285714285714,8.47553191489362,0.333333333333333,15,0,0
"42",7312353,"lottery",5,0.333333333333333,2458.26286666667,2481.67399990463,0.428571428571429,8.5,0.333333333333333,15,0,0
"43",7312354,"competition",6,0.4,2928.9364666913,3071.01800002384,0.5,8.05460992907801,0.4,15,0,0
"44",7312354,"coordination",5,0.333333333333333,1272.45413335717,1085.00800002384,0.357142857142857,9.66879432624114,0.333333333333333,15,0,0
"45",7312354,"lottery",5,0.333333333333333,1595.60860002384,1271.26400000001,0.5,7.43333333333333,0.333333333333333,15,0,0
"46",7312355,"competition",14,0.933333333333333,3041.4,1715,0.142857142857143,8.58829787234043,0.933333333333333,15,0,0
"47",7312355,"coordination",9,0.6,1213.6,1184,0.428571428571429,8.63758865248227,0.6,15,0,0
"48",7312355,"lottery",11,0.733333333333333,964.933333333333,817,0.428571428571429,8.36666666666667,0.733333333333333,15,0,0
"49",7312356,"competition",8,0.533333333333333,1876.4,1234,0.571428571428571,8.32127659574468,0.533333333333333,15,0,0
"50",7312356,"coordination",8,0.533333333333333,1947.93333333333,1168,0.642857142857143,6.80921985815603,0.533333333333333,15,0,0
"51",7312356,"lottery",8,0.533333333333333,1748.86666666667,1149,0.5,7.93333333333333,0.533333333333333,15,0,0
"52",7312357,"competition",7,0.466666666666667,1669.6,1405,0.5,8.99078014184397,0.466666666666667,15,0,0
"53",7312357,"coordination",15,1,1316.2,1100,0,7.37234042553191,1,15,0,1
"54",7312357,"lottery",11,0.733333333333333,1986.33333333333,1483,0.285714285714286,8.7,0.733333333333333,15,0,0
"55",7312358,"competition",7,0.466666666666667,3284.16413340009,2555.52800014305,0.0714285714285714,9.1758865248227,0.466666666666667,15,0,0
"56",7312358,"coordination",6,0.4,1702.78100010173,1383.06600009536,0.0714285714285714,10.9191489361702,0.4,15,0,0
"57",7312358,"lottery",6,0.4,1844.90906677475,1492.05500009537,0.0714285714285714,9.6,0.4,15,0,0
"58",7312366,"competition",6,0.4,3098.54653309174,3098.11599961853,0.357142857142857,8.19574468085106,0.4,15,0,0
"59",7312366,"coordination",9,0.6,1557.33413323161,1402.68500019073,0.214285714285714,10.5049645390071,0.6,15,0,0
"60",7312366,"lottery",7,0.466666666666667,1705.64413315531,1536.08499961853,0.214285714285714,9.43333333333333,0.466666666666667,15,0,0
"61",7312367,"competition",10,0.666666666666667,1813.8,1567,0.357142857142857,9.02624113475177,0.666666666666667,15,0,0
"62",7312367,"coordination",8,0.533333333333333,2121.53333333333,1868,0.214285714285714,10.7780141843972,0.533333333333333,15,0,0
"63",7312367,"lottery",6,0.4,1502.06666666667,1404,0.0714285714285714,9.6,0.4,15,0,0
"64",7312430,"competition",5,0.333333333333333,1355.7622666611,1177.32699998212,0.428571428571429,8.61170212765957,0.333333333333333,15,0,0
"65",7312430,"coordination",7,0.466666666666667,2563.57246665951,2385.67399999404,0.571428571428571,8.5790780141844,0.466666666666667,15,0,0
"66",7312430,"lottery",6,0.4,1291.04606665951,1040.02000000596,0.214285714285714,9.4,0.4,15,0,0
"67",7312431,"competition",7,0.466666666666667,1060.0147333532,1006.736,0.357142857142857,8.82269503546099,0.466666666666667,15,0,0
"68",7312431,"coordination",8,0.533333333333333,1299.79846668892,1236.41099999999,0.214285714285714,10.6847517730496,0.533333333333333,15,0,0
"69",7312431,"lottery",9,0.6,1898.15613336353,1396.37400004768,0.285714285714286,8.7,0.6,15,0,0
"70",7312432,"competition",8,0.533333333333333,1795.53333333333,1366,0.0714285714285714,9.23829787234042,0.533333333333333,15,0,0
"71",7312432,"coordination",8,0.533333333333333,1884.26666666667,1534,0.357142857142857,9.88049645390071,0.533333333333333,15,0,0
"72",7312432,"lottery",7,0.466666666666667,1582.66666666667,1301,0.357142857142857,9.23333333333333,0.466666666666667,15,0,0
"73",7312433,"competition",5,0.333333333333333,1261.26666666667,878,0.571428571428571,8.29326241134752,0.333333333333333,15,0,0
"74",7312433,"coordination",4,0.266666666666667,2005.86666666667,1601,0.571428571428571,8.66312056737589,0.266666666666667,15,0,0
"75",7312433,"lottery",5,0.333333333333333,987.6,748,0.642857142857143,7.3,0.333333333333333,15,0,0
"76",7312434,"competition",6,0.4,1666.66879974569,1484.29800019074,0.5,8.68794326241135,0.4,15,0,0
"77",7312434,"coordination",8,0.533333333333333,1657.46773318074,1043.74299961852,0.642857142857143,7.97021276595745,0.533333333333333,15,0,0
"78",7312434,"lottery",5,0.333333333333333,2347.94939982198,1580.64599961853,0.357142857142857,9.1,0.333333333333333,15,0,0
"79",7312435,"competition",4,0.266666666666667,3250.4,2934,0.357142857142857,7.99929078014184,0.266666666666667,15,0,0
"80",7312435,"coordination",6,0.4,2079.2,1466,0.5,9.72872340425532,0.4,15,0,0
"81",7312435,"lottery",4,0.266666666666667,3078.86666666667,1849,0.214285714285714,8.73333333333333,0.266666666666667,15,0,0
"82",7312436,"competition",7,0.466666666666667,1277.86666666667,1217,0.5,8.28191489361702,0.466666666666667,15,0,0
