"sub","game","version","sum","mean.up","mean.rt","median.rt","mean.switch","mean.payoff","prop","count.trial","flag.trial","flag.variance","flag.switch.0","flag.switch.1","flag.ns","slope.lottery","flag.slopes","flag.lottery","Gender","Age","age.cat"
"7312338","competition","ver1",6,0.4,1836.13333333333,1950,0.642857142857143,8.67446808510638,0.4,15,0,0,"0","0","0",0.167081410275354,"1","1","M",13,"Adolescents"
"7312338","coordination","ver1",8,0.533333333333333,1423.2,1467,0.642857142857143,7.84255319148936,0.533333333333333,15,0,0,"0","0","0",0.167081410275354,"1","1","M",13,"Adolescents"
"7312338","lottery","ver1",13,0.866666666666667,1552.26666666667,1599,0.214285714285714,7.5,0.866666666666667,15,0,0,"0","0","0",0.167081410275354,"1","1","M",13,"Adolescents"
"7312339","competition","ver1",3,0.2,1557.13333333333,1135,0.357142857142857,8.63404255319149,0.2,15,0,0,"0","0","0",-2.67936029127502,"0","0","M",12,"Adolescents"
"7312339","coordination","ver1",8,0.533333333333333,1999.4,1918,0.357142857142857,10.4851063829787,0.533333333333333,15,0,0,"0","0","0",-2.67936029127502,"0","0","M",12,"Adolescents"
"7312339","lottery","ver1",7,0.466666666666667,1240.93333333333,1151,0.214285714285714,9.43333333333333,0.466666666666667,15,0,0,"0","0","0",-2.67936029127502,"0","0","M",12,"Adolescents"
"7312340","competition","ver1",0,0,1264.73333333333,1084,0,8,0,15,0,1,"0","0","0",-2.37722099594354,"0","0","F",12,"Adolescents"
"7312340","coordination","ver1",11,0.733333333333333,1742.8,1534,0.0714285714285714,9.96702127659574,0.733333333333333,15,0,0,"0","0","0",-2.37722099594354,"0","0","F",12,"Adolescents"
"7312340","lottery","ver1",7,0.466666666666667,2987.33333333333,2467,0.214285714285714,9.36666666666667,0.466666666666667,15,0,0,"0","0","0",-2.37722099594354,"0","0","F",12,"Adolescents"
"7312341","competition","ver1",7,0.466666666666667,1585.6490001653,1303.97599980926,0.214285714285714,8.99113475177305,0.466666666666667,15,0,0,"0","0","0",-2.13329241604867,"0","0","M",12,"Adolescents"
"7312341","coordination","ver1",5,0.333333333333333,1565.54526679382,1403.74000000001,0.214285714285714,10.5929078014184,0.333333333333333,15,0,0,"0","0","0",-2.13329241604867,"0","0","M",12,"Adolescents"
"7312341","lottery","ver1",7,0.466666666666667,2200.06420019073,1680.945,0.357142857142857,9.3,0.466666666666667,15,0,0,"0","0","0",-2.13329241604867,"0","0","M",12,"Adolescents"
"7312343","competition","ver1",5,0.5,818.900000000001,613.5,0.777777777777778,9.06808510638298,0.333333333333333,10,1,0,"0","0","0",-0.0415204109430339,"1","1","M",12,"Adolescents"
"7312343","coordination","ver1",9,0.818181818181818,1223.54545454545,667,0.2,6.32688588007737,0.6,11,1,0,"0","0","0",-0.0415204109430339,"1","1","M",12,"Adolescents"
"7312343","lottery","ver1",9,0.6,1463.46666666667,1061,0.428571428571429,7.76666666666667,0.6,15,0,0,"0","0","0",-0.0415204109430339,"1","1","M",12,"Adolescents"
"7312344","competition","ver1",8,0.533333333333333,1562.96466666031,1639.07400000001,0.214285714285714,9.09929078014184,0.533333333333333,15,0,0,"0","0","0",-4.20240728470748,"0","0","M",12,"Adolescents"
"7312344","coordination","ver1",8,0.533333333333333,1266.41619998808,1210.37899996423,0.214285714285714,10.4851063829787,0.533333333333333,15,0,0,"0","0","0",-4.20240728470748,"0","0","M",12,"Adolescents"
"7312344","lottery","ver1",6,0.4,1926.60799999046,1626.58599997616,0.0714285714285714,9.6,0.4,15,0,0,"0","0","0",-4.20240728470748,"0","0","M",12,"Adolescents"
"7312345","competition","ver1",5,0.416666666666667,2611.76966665127,1776.54949999106,0.454545454545455,8.7313829787234,0.333333333333333,12,1,0,"0","0","0",-3.08787839593297,"0","0","M",12,"Adolescents"
"7312345","coordination","ver1",15,1,2654.98246665355,1506.54799997616,0,7.37234042553191,1,15,0,1,"0","0","0",-3.08787839593297,"0","0","M",12,"Adolescents"
"7312345","lottery","ver1",5,0.333333333333333,2839.50326665673,1525.10299999404,0.214285714285714,9.43333333333333,0.333333333333333,15,0,0,"0","0","0",-3.08787839593297,"0","0","M",12,"Adolescents"
"7312346","competition","ver1",7,0.466666666666667,2179.17719972025,1793.60899980926,0.428571428571429,8.54503546099291,0.466666666666667,15,0,0,"0","0","0",-0.565997700627412,"0","0","M",13,"Adolescents"
"7312346","coordination","ver1",6,0.4,1625.74579955495,1571.27299923706,0.285714285714286,9.80567375886525,0.4,15,0,0,"0","0","0",-0.565997700627412,"0","0","M",13,"Adolescents"
"7312346","lottery","ver1",5,0.333333333333333,3034.95233299001,1953.58899980927,0.285714285714286,8.36666666666667,0.333333333333333,15,0,0,"0","0","0",-0.565997700627412,"0","0","M",13,"Adolescents"
"7312347","competition","ver1",11,0.733333333333333,1539.28620016531,1265.11300038148,0.214285714285714,9.0886524822695,0.733333333333333,15,0,0,"0","0","0",-3.21537985231866,"0","0","F",13,"Adolescents"
"7312347","coordination","ver1",9,0.6,2494.37293339691,1868.12000019073,0.0714285714285714,10.7127659574468,0.6,15,0,0,"0","0","0",-3.21537985231866,"0","0","F",13,"Adolescents"
"7312347","lottery","ver1",9,0.6,1476.84713339691,1162.19100038147,0.0714285714285714,9.5,0.6,15,0,0,"0","0","0",-3.21537985231866,"0","0","F",13,"Adolescents"
"7312348","competition","ver1",10,0.666666666666667,1202.86166657766,1100.96899985694,0.0714285714285714,9.34929078014184,0.666666666666667,15,0,0,"0","0","0",-0.564553387240741,"0","0","F",12,"Adolescents"
